"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
70,567,23.06,1.0,Yuting LI,03 MAY 2002,CHN,1f1,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 APR 2024,1128
71,567,23.06,0.3,Bailey JOHNSON,,USA,2,"Mike A. Myers Stadium, Austin, TX (USA)",05 MAY 2024,1128
72,567,23.06,-0.5,Makenzy PIERRE-WEBSTER,05 APR 2001,CAN,1h3,"Geroge C. Griffin Track, Atlanta, GA (USA)",09 MAY 2024,1131
73,567,23.06,1.7,Tiriah KELLEY,16 JUN 2004,USA,1h1,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",09 MAY 2024,1128
74,567,23.06,-0.5,Tima GODBLESS,14 JUL 2004,NGR,3h1,"Percy Beard Track, Gainesville, FL (USA)",09 MAY 2024,1131
75,567,23.06,1.0,Ariane LINTON,02 OCT 2003,USA,3h5,"Percy Beard Track, Gainesville, FL (USA)",09 MAY 2024,1128
76,567,23.06,1.0,Irene SIRAGUSA,23 JUN 1993,ITA,1,"Pista atletismo Can Mises, Ibiza (ESP)",11 MAY 2024,1128
77,567,23.06,-1.0,Caisja CHANDLER,18 JUN 2000,USA,4,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1134
78,567,23.06,-0.1,Cynteria JAMES,07 SEP 2005,USA,5sf3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1128
79,567,23.06,1.5,Raykiyat OLUKOJU,29 JUL 2004,USA,1f1,"Notre Dame HS, Sherman Oaks, CA (USA)",07 JUN 2024,1128
80,567,23.06,1.7,Nora LINDAHL,10 SEP 2004,SWE,1h2,"Rimnersvallen, Uddevalla (SWE)",29 JUN 2024,1128
81,567,23.06,-0.3,Esther NAVERO,30 JUL 2000,ESP,3,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",30 JUN 2024,1129
82,567,23.06,1.4,Viwe JINGQI,17 FEB 2005,RSA,4f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1128
83,567,23.06,0.2,Polyniki EMMANOUILIDOU,30 JUN 2003,GRE,4h5,"Stade de France, Paris (FRA)",04 AUG 2024,1128
84,585,23.07,,Henriette JÆGER,30 JUN 2003,NOR,1f1,"Bærum Idrettspark, Rud, Bærum (NOR) (i)",11 FEB 2024,1170
85,585,23.07,,Rosemary CHUKWUMA,05 DEC 2001,NGR,1h7,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1170
86,585,23.07,,Kennedi PORTER,,USA,1,"Convention Center, Albuquerque, NM (USA) (i)",24 FEB 2024,1170
87,585,23.07,0.5,Kennedy BLACKMON,02 OCT 1999,USA,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",20 APR 2024,1127
88,585,23.07,1.7,Kenondra DAVIS,15 FEB 2003,USA,2h1,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",09 MAY 2024,1127
89,585,23.07,0.5,Denisha CARTWRIGHT,28 DEC 1999,BAH,1,"Track & Field Complex, Mankato, MN (USA)",11 MAY 2024,1127
90,585,23.07,0.2,Aimara NAZARENO,30 NOV 2001,ECU,1,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",12 MAY 2024,1127
91,585,23.07,0.1,Olivia FOTOPOULOU,20 DEC 1996,CYP,1f2,"Tsirio Stadium, Limassol (CYP)",17 MAY 2024,1127
92,585,23.07,-0.4,Olga SAFRONOVA,05 NOV 1991,KAZ,1,"AFU Athletics Stadium, Tashkent (UZB)",28 JUN 2024,1129
93,585,23.07,0.2,Olivia FOTOPOULOU,20 DEC 1996,CYP,5h5,"Stade de France, Paris (FRA)",04 AUG 2024,1127
94,595,23.08,,Nickisha PRYCE,07 MAR 2001,JAM,1f15,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",10 FEB 2024,1170
95,595,23.08,,Dajaz DEFRAND,16 OCT 2003,USA,4h2,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1170
96,595,23.08,0.5,Taylor SNAER,22 FEB 2005,USA,1f1,"Miller& Capriotti Athletics Complex, San Luis Obispo, CA (USA)",22 MAR 2024,1126
97,595,23.08,1.3,Dennisha PAGE,,USA,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 MAR 2024,1126
98,595,23.08,1.0,Na'taja BALLARD,2003,USA,4h5,"Percy Beard Track, Gainesville, FL (USA)",09 MAY 2024,1126
99,595,23.08,-0.9,Shirley NEKHUBUI,31 JUL 2000,RSA,1f2,"Pilditch Stadium, Pretoria (RSA)",18 MAY 2024,1131
0,595,23.08,-0.1,Halle BIEBER,21 DEC 2000,USA,4sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1126
1,595,23.08,1.8,Kennedy BLACKMON,02 OCT 1999,USA,4,"National Stadium, Kingston (JAM)",01 JUN 2024,1126
2,595,23.08,0.1,Caisja CHANDLER,18 JUN 2000,USA,6h4,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1126
3,595,23.08,0.6,Lorène Dorcas BAZOLO,04 MAY 1983,POR,41,"Stade de France, Paris (FRA)",05 AUG 2024,1126
4,595,23.08,-0.9,Torrie LEWIS,08 JAN 2005,AUS,14,"Stade de France, Paris (FRA)",05 AUG 2024,1131
5,606,23.09,,Madeline WILSON,,USA,1f3,"Convention Center, Albuquerque, NM (USA) (i)",09 FEB 2024,1169
6,606,23.09,,Niesha BURGHER,08 AUG 2002,JAM,2f10,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",16 FEB 2024,1169
7,606,23.09,0.6,Alexis HOLMES,28 JAN 2000,USA,1f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1125
8,606,23.09,0.8,Jaqual BUSH,,USA,2h5,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1125
9,606,23.09,-0.1,Sarah AKPAN,,USA,5sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1125
10,606,23.09,0.8,Olga SAFRONOVA,05 NOV 1991,KAZ,3,"Lantos Mihály Sportközpont, Budapest (HUN)",26 MAY 2024,1125
11,606,23.09,1.8,Candace HILL,11 FEB 1999,USA,5,"National Stadium, Kingston (JAM)",01 JUN 2024,1125
12,606,23.09,-3.1,Lynna IRBY-JACKSON,06 DEC 1998,USA,4,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1143
13,606,23.09,0.1,Boglárka TAKÁCS,28 AUG 2001,HUN,4sf3,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1125
14,606,23.09,1.3,Taylor SNAER,22 FEB 2005,USA,2,"Hayward Field, Eugene, OR (USA)",13 JUN 2024,1125
15,606,23.09,1.3,Cecilia TAMAYO-GARZA,04 MAR 1997,MEX,2,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1125
16,606,23.09,1.7,Jacqueline MADOGO,14 APR 2000,CAN,1,"Piste Ben Leduc, Montréal (CAN)",21 JUN 2024,1125
17,606,23.09,1.6,Kevona DAVIS,20 DEC 2001,JAM,6,"National Stadium, Kingston (JAM)",30 JUN 2024,1125
18,606,23.09,1.4,Talitha DIGGS,22 AUG 2002,USA,2f2,"Munster Technological University Track, Cork (IRL)",09 JUL 2024,1125
19,606,23.09,1.0,Elisa VALENSIN,01 JAN 2007,ITA,1f1,Banská Bystrica (SVK),20 JUL 2024,1125
20,606,23.09,0.2,Amy HUNT,15 MAY 2002,GBR,6,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1125
21,622,23.1,,Mckenzie LONG,11 JUL 2000,USA,7,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 JAN 2024,1168
22,622,23.1,,Thelma DAVIES,08 MAY 2000,USA,2f15,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",10 FEB 2024,1168
23,622,23.1,,Marije VAN HUNENSTIJN,02 MAR 1995,NED,1,"Omnisport, Apeldoorn (NED) (i)",18 FEB 2024,1168
24,622,23.1,,Iyana GRAY,27 FEB 2003,USA,1h4,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1168
25,622,23.1,,Rosey EFFIONG,08 MAY 2001,USA,3f1,"The Track at New Balance, Boston, MA (USA) (i)",09 MAR 2024,1168
26,622,23.1,1.0,Brianna WHITE,09 JUN 2002,USA,1f2,"UCF Soccer and Track Complex, Orlando, FL (USA)",15 MAR 2024,1124
27,622,23.1,0.9,Sabrina DOCKERY,17 SEP 2006,JAM,1h2,"Kirani James Athletic Stadium, St. George's (GRN)",31 MAR 2024,1124
28,622,23.1,1.6,Ama PIPI,26 NOV 1995,GBR,2f1,"National Training Center, Clermont, FL (USA)",20 APR 2024,1124
29,622,23.1,0.2,Jaslyn GARDNER,01 JUN 2000,USA,1f1,"Clarence F. Robison Track, Provo, UT (USA)",27 APR 2024,1124
30,622,23.1,-0.4,Zaynab DOSSO,12 SEP 1999,ITA,1,"Stadio dei Marmi, Roma (ITA)",18 MAY 2024,1126
31,622,23.1,1.2,Anna BONGIORNI,15 SEP 1993,ITA,1,"Fana Stadion, Bergen (NOR)",22 MAY 2024,1124
32,622,23.1,0.5,Jaqual BUSH,,USA,5sf2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1124
33,622,23.1,0.5,Chante CLINKSCALE,2003,USA,5sf2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1124
34,622,23.1,-0.2,Jenna PRANDINI,20 NOV 1992,USA,6,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1125
35,622,23.1,0.6,Jada GRIFFIN,25 SEP 1999,USA,2,"Alumni Field, Windsor (CAN)",02 JUN 2024,1124
36,622,23.1,1.2,Brianna HOWARD,,USA,8sf2,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1124
37,622,23.1,0.7,Martyna KOTWIŁA,13 JAN 1999,POL,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",28 JUN 2024,1124
38,622,23.1,-0.2,Laura MARTÍNEZ IBARGUEN,25 AUG 2004,COL,1,"Pedro Grajales, Cali (COL)",30 JUN 2024,1125
39,622,23.1,0.7,Anna BONGIORNI,15 SEP 1993,ITA,1,"Campo Montagna, La Spezia (ITA)",30 JUN 2024,1124
40,622,23.1,1.0,Jodie WILLIAMS,28 SEP 1993,GBR,3f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1124
41,622,23.1,1.4,Lorène Dorcas BAZOLO,04 MAY 1983,POR,5h1,"Stade de France, Paris (FRA)",04 AUG 2024,1124
42,622,23.1,-0.8,Yuliya KARAVAYEVA,23 NOV 2000,RUS,1,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1128
43,622,23.1,0.0,Shanoya Mikalia DOUGLAS,11 SEP 2007,JAM,3,"Estadio Atlético de la VIDENA, Lima (PER)",30 AUG 2024,1124
44,645,23.11,,Jasmine MONTGOMERY,2002,USA,1f6,"R.A. ""Murray"" Fasken Indoor Track Stadium, College Station, TX (USA) (i)",13 JAN 2024,1167
45,645,23.11,1.0,Kiah WILLIAMS,28 JUN 2002,USA,2f2,"UCF Soccer and Track Complex, Orlando, FL (USA)",15 MAR 2024,1123
46,645,23.11,0.2,Sha'Carri RICHARDSON,25 MAR 2000,USA,3,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1123
47,645,23.11,0.4,Amy HUNT,15 MAY 2002,GBR,1,"Stade Delort, Marseille (FRA)",22 MAY 2024,1123
48,645,23.11,-0.7,Celeste ROBINSON,,USA,1h8,"Hayward Field, Eugene, OR (USA)",14 JUN 2024,1127
49,645,23.11,-1.1,Olga SAFRONOVA,05 NOV 1991,KAZ,1,"Olympic Training Base, Almaty (KAZ)",23 JUN 2024,1129
50,645,23.11,1.0,Rani ROSIUS,25 APR 2000,BEL,2,"Boudewijnstadion, Bruxelles (BEL)",30 JUN 2024,1123
51,645,23.11,1.4,Brooke IRONSIDE,18 JUN 2003,GBR,2f1,"Sola Arena, Karlstad (SWE)",04 JUL 2024,1123
52,645,23.11,1.4,Torrie LEWIS,08 JAN 2005,AUS,5f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1123
53,645,23.11,0.1,Yuliya KARAVAYEVA,23 NOV 2000,RUS,1sf2,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2024,1123
54,645,23.11,-0.9,Krystsina TSIMANOUSKAYA,19 NOV 1996,POL,2f1,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",28 AUG 2024,1128
55,656,23.12,,Dennisha PAGE,,USA,2f3,"Convention Center, Albuquerque, NM (USA) (i)",02 FEB 2024,1166
56,656,23.12,-1.5,Natacha NGOYE,15 AUG 1993,CGO,1h2,"University of Ghana Sports Stadium, Accra (GHA)",21 MAR 2024,1131
57,656,23.12,1.1,Antoinette VAN DER MERWE,27 JAN 2001,RSA,2f1,"UCF Soccer and Track Complex, Orlando, FL (USA)",22 MAR 2024,1122
58,656,23.12,-1.8,Camryn DICKSON,19 JUN 2004,USA,6f2,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1132
59,656,23.12,1.0,Ackera NUGENT,29 APR 2002,JAM,1f2,"John McDonnell Field, Fayetteville, AR (USA)",03 MAY 2024,1122
60,656,23.12,1.3,Jodie WILLIAMS,28 SEP 1993,GBR,3f1,"National Training Center, Clermont, FL (USA)",11 MAY 2024,1122
61,656,23.12,-0.8,Julia HENRIKSSON,11 JUL 2000,SWE,1f4,"Konstantinos Baglatzis Municipal Stadium, Vari (GRE)",15 MAY 2024,1126
62,656,23.12,0.8,Chante CLINKSCALE,2003,USA,3h5,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1122
63,656,23.12,1.8,Caisja CHANDLER,18 JUN 2000,USA,6,"National Stadium, Kingston (JAM)",01 JUN 2024,1122
64,656,23.12,-3.1,Candace HILL,11 FEB 1999,USA,5,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1140
65,656,23.12,-0.1,Irene SIRAGUSA,23 JUN 1993,ITA,3h3,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1122
66,656,23.12,0.1,Cambrea STURGIS,27 MAR 1999,USA,7h4,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1122
67,656,23.12,0.6,Madison WHYTE,17 OCT 2004,USA,7sf2,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1122
68,656,23.12,-0.9,Jessica-Bianca WESSOLLY,11 DEC 1996,GER,3f1,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",28 AUG 2024,1127
69,670,23.13,,Dennisha PAGE,,USA,3f1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",10 FEB 2024,1165
70,670,23.13,,Camryn DICKSON,19 JUN 2004,USA,3f2,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",10 FEB 2024,1165
71,670,23.13,,Paula SEVILLA,28 JUN 1997,ESP,1sf1,"Pistas Expourense, Ourense (ESP) (i)",17 FEB 2024,1165
72,670,23.13,-2.6,Gina Mariam BASS BITTAYE,03 MAY 1995,GAM,1,"University of Ghana Sports Stadium, Accra (GHA)",22 MAR 2024,1136
73,670,23.13,-0.2,Te'Anna HARLIN,2004,USA,1f6,"Cushing Stadium, College Station, TX (USA)",23 MAR 2024,1122
74,670,23.13,1.2,Gabriela Anahi SUAREZ,02 FEB 2001,ECU,3,"La Vicentina, Quito (ECU)",07 APR 2024,1121
75,670,23.13,1.8,Jodie WILLIAMS,28 SEP 1993,GBR,1f2,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1121
76,670,23.13,0.2,Tamara CLARK,09 JAN 1999,USA,4,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1121
77,670,23.13,1.3,Yanique DAYLE,31 DEC 1998,JAM,4f1,"National Training Center, Clermont, FL (USA)",11 MAY 2024,1121
78,670,23.13,1.0,Nora LINDAHL,10 SEP 2004,SWE,1f2,"Ethnikou Stadiou, Kalamata (GRE)",12 MAY 2024,1121
79,670,23.13,2.0,Imke VERVAET,11 APR 1993,BEL,3,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1121
80,670,23.13,0.2,Helene PARISOT,17 DEC 1992,FRA,2f1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1121
81,670,23.13,0.7,Success EDUAN,27 SEP 2004,GBR,1f2,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1121
82,670,23.13,-0.2,Maboundou KONÉ,16 MAY 1997,CIV,7,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1122
83,670,23.13,-0.2,Tasa JIYA,16 SEP 1997,NED,8,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1122
84,670,23.13,1.1,Kynnedy FLANNEL,12 JUL 2000,USA,3,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1121
85,670,23.13,0.2,Finette AGYAPONG,01 FEB 1997,GBR,1,"Stadion Juliska, Praha (CZE)",03 JUN 2024,1121
86,670,23.13,-3.1,Ashanti MOORE,07 NOV 2000,JAM,6,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1139
87,670,23.13,1.3,Adaejah HODGE,21 MAR 2006,IVB,1h6,"Franklin Field, Philadelphia, PA (USA)",15 JUN 2024,1121
88,670,23.13,-1.7,Tasa JIYA,16 SEP 1997,NED,3,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1131
89,670,23.13,0.6,Kenondra DAVIS,15 FEB 2003,USA,8sf2,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1121
90,670,23.13,1.6,Natasha MORRISON,17 NOV 1992,JAM,7,"National Stadium, Kingston (JAM)",30 JUN 2024,1121
91,692,23.14,,Madison WHYTE,17 OCT 2004,USA,8,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 JAN 2024,1164
92,692,23.14,1.4,Kendall ELLIS,08 MAR 1996,USA,1f1,"USC Cromwell Field at Loker Track Stadium, Los Angeles, CA (USA)",23 MAR 2024,1120
93,692,23.14,1.4,Bianca WILLIAMS,18 DEC 1993,GBR,5f1,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1120
94,692,23.14,0.3,Celeste ROBINSON,,USA,3,"Mike A. Myers Stadium, Austin, TX (USA)",05 MAY 2024,1120
95,692,23.14,2.0,Ama PIPI,26 NOV 1995,GBR,4,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1120
96,692,23.14,0.1,Anna BONGIORNI,15 SEP 1993,ITA,2f2,"Tsirio Stadium, Limassol (CYP)",17 MAY 2024,1120
97,692,23.14,-1.0,Mujinga KAMBUNDJI,17 JUN 1992,SUI,5,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1126
98,692,23.14,1.5,Nora LINDAHL,10 SEP 2004,SWE,1f2,"Elena Venizelou National Stadium, Chania (GRE)",19 MAY 2024,1120
99,692,23.14,-1.7,Torrie LEWIS,08 JAN 2005,AUS,1,"HFC Bank Stadium, Suva (FIJ)",07 JUN 2024,1130
0,692,23.14,-0.1,Martyna KOTWIŁA,13 JAN 1999,POL,4h3,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1120
1,692,23.14,0.0,Zoe SHERAR,07 NOV 1999,CAN,1,"Swangard Stadium, Burnaby (CAN)",15 JUN 2024,1120
2,692,23.14,0.3,Precious NZEAKOR,17 AUG 2005,NGR,1,"Samuel Ogbemudia Stadium, Benin City (NGR)",18 JUN 2024,1120
3,692,23.14,0.7,Krystsina TSIMANOUSKAYA,19 NOV 1996,POL,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",28 JUN 2024,1120
4,692,23.14,-0.3,Femke BOL,23 FEB 2000,NED,1sf3,"FBK Stadium, Hengelo (NED)",29 JUN 2024,1121
5,692,23.14,-0.6,Torrie LEWIS,08 JAN 2005,AUS,1sf3,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1123
6,692,23.14,0.4,Amy HUNT,15 MAY 2002,GBR,8,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1120
7,708,23.15,,Jassani CARTER,04 NOV 2003,USA,1f6,"R.A. ""Murray"" Fasken Indoor Track Stadium, College Station, TX (USA) (i)",20 JAN 2024,1163
8,708,23.15,,Hannah DOUGLAS,2002,USA,2f3,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",10 FEB 2024,1163
9,708,23.15,,Julia HENRIKSSON,11 JUL 2000,SWE,1h3,"Eva Lisa Holtz Arena, Karlstad (SWE) (i)",17 FEB 2024,1163
10,708,23.15,,Rebekka HAASE,02 JAN 1993,GER,1,"Quarterback Immobilien Arena, Leipzig (GER) (i)",18 FEB 2024,1163
11,708,23.15,,Thelma DAVIES,08 MAY 2000,USA,3h3,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1163
12,708,23.15,0.9,Christine MALLARD,12 MAY 2004,USA,4f1,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1119
13,708,23.15,2.0,Gabrielle MATTHEWS,14 OCT 2002,JAM,1f4,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 MAR 2024,1119
14,708,23.15,1.8,Beyonce DEFREITAS,09 MAR 2001,IVB,2f2,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1119
15,708,23.15,0.6,Mia GROSS,18 APR 2001,AUS,1,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1119
16,708,23.15,0.7,Jessica MCDOWELL,22 FEB 2001,USA,2,"Demirjian Park, Champaign, IL (USA)",04 MAY 2024,1119
17,708,23.15,1.6,Sariyah COPELAND,,USA,1f1,"Cougar Athletic Stadium, Azusa, CA (USA)",11 MAY 2024,1119
18,708,23.15,-0.4,Elisa VALENSIN,01 JAN 2007,ITA,2,"Stadio dei Marmi, Roma (ITA)",18 MAY 2024,1121
19,708,23.15,-0.4,Jessica-Bianca WESSOLLY,11 DEC 1996,GER,1f1,"Michael-Hoffmann-Stadion, Mannheim (GER)",20 MAY 2024,1121
20,708,23.15,-0.2,Yanina LUTSENKA,02 APR 2000,BLR,1,"Dinamo National Olympic Stadium, Minsk (BLR)",29 JUN 2024,1120
21,708,23.15,-0.7,Success EDUAN,27 SEP 2004,GBR,5,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1123
22,708,23.15,0.6,Boglárka TAKÁCS,28 AUG 2001,HUN,5,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1119
23,708,23.15,-0.6,Renee REGIS,02 SEP 2005,GBR,1,"Alexander Stadium, Birmingham (GBR)",21 JUL 2024,1122
24,725,23.16,,Julia HENRIKSSON,11 JUL 2000,SWE,1f1,"Telekonsult Arena, Växjö (SWE) (i)",19 JAN 2024,1162
25,725,23.16,,Brianna LYSTON,24 MAY 2004,JAM,3f3,"Convention Center, Albuquerque, NM (USA) (i)",02 FEB 2024,1162
26,725,23.16,,Dajaz DEFRAND,16 OCT 2003,USA,1f2,"The Track at New Balance, Boston, MA (USA) (i)",24 FEB 2024,1162
27,725,23.16,0.6,Mia GROSS,18 APR 2001,AUS,1f1,"SOPAC, Sydney (AUS)",17 MAR 2024,1118
28,725,23.16,-0.3,Shanoya Mikalia DOUGLAS,11 SEP 2007,JAM,1h1,"Kirani James Athletic Stadium, St. George's (GRN)",31 MAR 2024,1119
29,725,23.16,1.8,Ackera NUGENT,29 APR 2002,JAM,1f4,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1118
30,725,23.16,0.6,Fatouma CONDE,,USA,1h2,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",10 MAY 2024,1118
31,725,23.16,1.5,Makenzy PIERRE-WEBSTER,05 APR 2001,CAN,3,"Geroge C. Griffin Track, Atlanta, GA (USA)",11 MAY 2024,1118
32,725,23.16,0.9,McKenna WATSON,,USA,5,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1118
33,725,23.16,1.2,Victory GODAH,09 DEC 2002,NGR,3,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",12 MAY 2024,1118
34,725,23.16,1.2,Odell FRYE,,USA,4,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",12 MAY 2024,1118
35,725,23.16,-0.4,Alice MANGIONE,19 JAN 1997,ITA,3,"Stadio dei Marmi, Roma (ITA)",18 MAY 2024,1120
36,725,23.16,-0.8,Mary BOAKYE,13 AUG 2000,GHA,1h2,"University of Ghana Sports Stadium, Accra (GHA)",05 JUN 2024,1122
37,725,23.16,-0.8,Olayinka OLAJIDE,28 OCT 2002,NGR,2h2,"University of Ghana Sports Stadium, Accra (GHA)",05 JUN 2024,1122
38,725,23.16,0.8,Beyonce DEFREITAS,09 MAR 2001,IVB,2,"A.O Shirley Grounds, Tortola (IVB)",22 JUN 2024,1118
39,725,23.16,0.4,Skyler FRANKLIN,24 JUL 2007,USA,2,"National Stadium, Kingston (JAM)",30 JUN 2024,1118
40,725,23.16,0.8,Arisa KIMISHIMA,23 DEC 1995,JPN,1,"Denka Big Swan Stadium, Niigata (JPN)",30 JUN 2024,1118
41,725,23.16,0.2,Boglárka TAKÁCS,28 AUG 2001,HUN,6h5,"Stade de France, Paris (FRA)",04 AUG 2024,1118
42,743,23.17,,Rosey EFFIONG,08 MAY 2001,USA,1f13,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",12 JAN 2024,1161
43,743,23.17,,Hannah WALLER,19 DEC 2001,USA,2,"Convention Center, Albuquerque, NM (USA) (i)",24 FEB 2024,1161
44,743,23.17,0.2,Tamari DAVIS,15 FEB 2003,USA,1f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",16 MAR 2024,1117
45,743,23.17,1.1,Aleksandra STOILOVA,20 APR 2005,AUS,3f1,"UCF Soccer and Track Complex, Orlando, FL (USA)",22 MAR 2024,1117
46,743,23.17,0.9,Gabriela Anahi SUAREZ,02 FEB 2001,ECU,1h1,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",11 MAY 2024,1117
47,743,23.17,1.1,Halle BIEBER,21 DEC 2000,USA,3h4,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1117
48,743,23.17,0.8,Melicia MOUZZON,30 JAN 2001,USA,4h5,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1117
49,743,23.17,1.9,Marie-Éloise LECLAIR,10 SEP 2002,CAN,5,"Emporia St. Francis G. Welch Stadium, Emporia, KS (USA)",25 MAY 2024,1117
50,743,23.17,1.2,María Ignacia MONTT,23 FEB 1996,CHI,2,"Estadio de Atletismo - Unidad Deportiva el Salitre, Bogotá (COL)",25 MAY 2024,1117
51,743,23.17,-3.1,Kennedy BLACKMON,02 OCT 1999,USA,7,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1135
52,743,23.17,0.2,Léonie POINTET,17 FEB 2001,SUI,5sf2,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1117
53,743,23.17,0.2,Irene SIRAGUSA,23 JUN 1993,ITA,6sf2,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1117
54,743,23.17,1.5,Rachael UVIEGHARA,,USA,2,"Hayward Field, Eugene, OR (USA)",15 JUN 2024,1117
55,743,23.17,0.3,Olayinka OLAJIDE,28 OCT 2002,NGR,2,"Samuel Ogbemudia Stadium, Benin City (NGR)",18 JUN 2024,1117
