"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
93,193,22.64,,Rosey EFFIONG,08 MAY 2001,USA,1h1,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1212
94,193,22.64,0.2,Niesha BURGHER,08 AUG 2002,JAM,5sf2,"Stade de France, Paris (FRA)",05 AUG 2024,1171
95,196,22.65,-1.7,Gémima JOSEPH,17 OCT 2001,FRA,1h1,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1180
96,196,22.65,1.4,Amy HUNT,15 MAY 2002,GBR,1f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1170
97,196,22.65,0.0,Maboundou KONÉ,16 MAY 1997,CIV,5sf1,"Stade de France, Paris (FRA)",05 AUG 2024,1170
98,199,22.66,1.6,Ida KARSTOFT,29 OCT 1995,DEN,1f1,"National Training Center, Clermont, FL (USA)",20 APR 2024,1169
99,199,22.66,-0.5,Amber ANNING,18 NOV 2000,GBR,2h1,"Percy Beard Track, Gainesville, FL (USA)",09 MAY 2024,1172
0,199,22.66,1.7,Camryn DICKSON,19 JUN 2004,USA,2pr3,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1169
1,199,22.66,-0.1,Jayla JAMISON,06 SEP 2003,USA,2sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1169
2,199,22.66,1.0,Jassani CARTER,04 NOV 2003,USA,5,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1169
3,199,22.66,0.5,Tamari DAVIS,15 FEB 2003,USA,3h1,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1169
4,199,22.66,1.6,Dejanea OAKLEY,07 APR 2004,JAM,4,"National Stadium, Kingston (JAM)",30 JUN 2024,1169
5,199,22.66,1.4,Success EDUAN,27 SEP 2004,GBR,2f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1169
6,199,22.66,-0.2,Adaejah HODGE,21 MAR 2006,IVB,3,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1170
7,199,22.66,0.1,Gina Mariam BASS BITTAYE,03 MAY 1995,GAM,4sf3,"Stade de France, Paris (FRA)",05 AUG 2024,1169
8,209,22.67,0.6,Nickisha PRYCE,07 MAR 2001,JAM,7,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1168
9,209,22.67,0.3,Thelma DAVIES,08 MAY 2000,USA,1h2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1168
10,209,22.67,-0.9,Shericka JACKSON,16 JUL 1994,JAM,1h1,"National Stadium, Kingston (JAM)",29 JUN 2024,1173
11,209,22.67,0.4,Jenna PRANDINI,20 NOV 1992,USA,6,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1168
12,213,22.68,1.6,Niesha BURGHER,08 AUG 2002,JAM,1h2,"Kidd Field at the University of Texas, El Paso, TX (USA)",11 MAY 2024,1167
13,213,22.68,-0.3,Gabrielle THOMAS,07 DEC 1996,USA,6,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1168
14,213,22.68,1.0,Kaila JACKSON,30 JUN 2004,USA,6,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1167
15,213,22.68,1.4,Jayla JAMISON,06 SEP 2003,USA,6sf3,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1167
16,213,22.68,0.0,Audrey LEDUC,09 MAR 1999,CAN,6sf1,"Stade de France, Paris (FRA)",05 AUG 2024,1167
17,218,22.69,,Jacious SEARS,14 AUG 2001,USA,2f1,"The Track at New Balance, Boston, MA (USA) (i)",09 MAR 2024,1207
18,218,22.69,0.9,Madison WHYTE,17 OCT 2004,USA,3,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1166
19,218,22.69,-2.0,Shericka JACKSON,16 JUL 1994,JAM,1,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1178
20,218,22.69,-0.1,Dina ASHER-SMITH,04 DEC 1995,GBR,1h2,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1166
21,218,22.69,1.0,Jodean WILLIAMS,11 NOV 1993,JAM,1f2,"Sportcentrum Wembley, Kortrijk (BEL)",13 JUL 2024,1166
22,218,22.69,0.0,Gémima JOSEPH,17 OCT 2001,FRA,7sf1,"Stade de France, Paris (FRA)",05 AUG 2024,1166
23,218,22.69,1.6,Julia HENRIKSSON,11 JUL 2000,SWE,1,"Sollentunavallen, Sollentuna (SWE)",17 AUG 2024,1166
24,218,22.69,1.0,Mujinga KAMBUNDJI,17 JUN 1992,SUI,2,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1166
25,226,22.7,,Jacious SEARS,14 AUG 2001,USA,2h2,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1206
26,226,22.7,1.8,Sada WILLIAMS,01 DEC 1997,BAR,1f1,"National Stadium, Kingston (JAM)",16 MAR 2024,1165
27,226,22.7,1.2,Lynna IRBY-JACKSON,06 DEC 1998,USA,3f2,"Mike A. Myers Stadium, Austin, TX (USA)",30 MAR 2024,1165
28,226,22.7,-1.8,Dennisha PAGE,,USA,1f2,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1175
29,226,22.7,0.1,Dajaz DEFRAND,16 OCT 2003,USA,1h3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1165
30,226,22.7,0.1,Dennisha PAGE,,USA,1h3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1165
31,226,22.7,0.1,Joyasia SMITH,04 AUG 2004,USA,2h6,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1165
32,226,22.7,-0.1,Thelma DAVIES,08 MAY 2000,USA,3sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1165
33,226,22.7,-0.4,Lina Esther LICONA TORRES,01 OCT 1998,COL,1f2,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL)",09 JUN 2024,1167
34,226,22.7,0.5,Tasa JIYA,16 SEP 1997,NED,2sf1,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1165
35,226,22.7,1.5,Aminatou SEYNI,24 OCT 1996,NIG,1h4,"Stade de Vabre, Rodez (FRA)",15 JUN 2024,1165
36,226,22.7,2.0,Natalia KACZMAREK,17 JAN 1998,POL,1,"Golęcin Stadion, Poznan (POL)",23 JUN 2024,1165
37,226,22.7,-1.1,Candace HILL,11 FEB 1999,USA,1,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1171
38,226,22.7,0.2,Lanae-Tava THOMAS,28 JAN 2001,JAM,2h5,"Stade de France, Paris (FRA)",04 AUG 2024,1165
39,226,22.7,0.0,Adaejah HODGE,21 MAR 2006,IVB,8sf1,"Stade de France, Paris (FRA)",05 AUG 2024,1165
40,226,22.7,-0.6,Jessika GBAI,29 DEC 1998,CIV,8,"Stade de France, Paris (FRA)",06 AUG 2024,1168
41,242,22.71,,Tamara CLARK,09 JAN 1999,USA,1f1,"Sports Performance Center, Lubbock, TX (USA) (i)",20 JAN 2024,1205
42,242,22.71,,Iyana GRAY,27 FEB 2003,USA,1f1,"Sports Performance Center, Lubbock, TX (USA) (i)",24 FEB 2024,1205
43,242,22.71,0.9,Adriana TATUM,02 NOV 2002,USA,4,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1164
44,242,22.71,0.8,Boglárka TAKÁCS,28 AUG 2001,HUN,1,"Lantos Mihály Sportközpont, Budapest (HUN)",26 MAY 2024,1164
45,242,22.71,0.3,Dajaz DEFRAND,16 OCT 2003,USA,3sf3,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1164
46,242,22.71,0.2,Henriette JÆGER,30 JUN 2003,NOR,1sf2,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1164
47,242,22.71,0.1,Twanisha TERRY,24 JAN 1999,USA,4h4,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1164
48,242,22.71,1.8,Elise COOPER,07 FEB 2007,USA,5sf1,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1164
49,242,22.71,1.0,Jessika GBAI,29 DEC 1998,CIV,2f2,"Sportcentrum Wembley, Kortrijk (BEL)",13 JUL 2024,1164
50,251,22.72,,Lanae-Tava THOMAS,28 JAN 2001,JAM,2f2,"Convention Center, Albuquerque, NM (USA) (i)",02 FEB 2024,1204
51,251,22.72,,JaMeesia FORD,26 JAN 2005,USA,1h3,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1204
52,251,22.72,1.0,Dajaz DEFRAND,16 OCT 2003,USA,7,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1163
53,251,22.72,0.7,Léonie POINTET,17 FEB 2001,SUI,2,"Stadion Deutweg, Winterthur (SUI)",29 JUN 2024,1163
54,251,22.72,1.9,Lieke KLAVER,20 AUG 1998,NED,2,"FBK Stadium, Hengelo (NED)",30 JUN 2024,1163
55,251,22.72,1.4,Gémima JOSEPH,17 OCT 2001,FRA,2h1,"Stade de France, Paris (FRA)",04 AUG 2024,1163
56,257,22.73,,Mckenzie LONG,11 JUL 2000,USA,2h3,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1203
57,257,22.73,1.7,Dejanea OAKLEY,07 APR 2004,JAM,2f1,"Mike A. Myers Stadium, Austin, TX (USA)",26 APR 2024,1162
58,257,22.73,1.2,Niesha BURGHER,08 AUG 2002,JAM,4sf2,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1162
59,257,22.73,0.5,Helene PARISOT,17 DEC 1992,FRA,3sf1,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1162
60,257,22.73,-0.3,Jaël BESTUÉ,24 SEP 2000,ESP,1,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",30 JUN 2024,1163
61,262,22.74,1.8,Kenondra DAVIS,15 FEB 2003,USA,1pr5,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1161
62,262,22.74,1.8,Ashanti MOORE,07 NOV 2000,JAM,2,"National Stadium, Kingston (JAM)",01 JUN 2024,1161
63,262,22.74,1.1,Iyana GRAY,27 FEB 2003,USA,4sf1,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1161
64,262,22.74,0.0,Tasa JIYA,16 SEP 1997,NED,2h3,"Stade de France, Paris (FRA)",04 AUG 2024,1161
65,262,22.74,0.0,Adaejah HODGE,21 MAR 2006,IVB,1,"Estadio Atlético de la VIDENA, Lima (PER)",30 AUG 2024,1161
66,267,22.75,0.6,Nickisha PRYCE,07 MAR 2001,JAM,2h3,"Percy Beard Track, Gainesville, FL (USA)",09 MAY 2024,1160
67,267,22.75,0.3,Madison WHYTE,17 OCT 2004,USA,4sf3,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1160
68,267,22.75,1.6,Jodean WILLIAMS,11 NOV 1993,JAM,5,"National Stadium, Kingston (JAM)",30 JUN 2024,1160
69,267,22.75,0.0,Mujinga KAMBUNDJI,17 JUN 1992,SUI,3h2,"Stade de France, Paris (FRA)",04 AUG 2024,1160
70,271,22.76,,Amber ANNING,18 NOV 2000,GBR,3f1,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",24 FEB 2024,1200
71,271,22.76,0.5,Candace HILL,11 FEB 1999,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",20 APR 2024,1159
72,271,22.76,1.2,Brianna LYSTON,24 MAY 2004,JAM,5sf2,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1159
73,271,22.76,0.5,Boglárka TAKÁCS,28 AUG 2001,HUN,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1159
74,275,22.77,,Shawnti JACKSON,02 MAY 2005,USA,3,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 JAN 2024,1199
75,275,22.77,,Amber ANNING,18 NOV 2000,GBR,1h9,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1199
76,275,22.77,-1.8,Dajaz DEFRAND,16 OCT 2003,USA,2f2,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1168
77,275,22.77,-1.8,Kaylyn BROWN,31 DEC 2004,USA,2f2,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1168
78,275,22.77,-0.3,Kendall ELLIS,08 MAR 1996,USA,7,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1159
79,275,22.77,0.5,Lisa RAYE,19 JAN 2008,TTO,1,"Franklin Field, Philadelphia, PA (USA)",16 JUN 2024,1158
80,275,22.77,1.5,Gabriela Anahi SUAREZ,02 FEB 2001,ECU,1,"Padre Carolo, Quito (ECU)",20 JUN 2024,1158
81,275,22.77,-0.9,Dejanea OAKLEY,07 APR 2004,JAM,2h1,"National Stadium, Kingston (JAM)",29 JUN 2024,1163
82,275,22.77,0.2,Bianca WILLIAMS,18 DEC 1993,GBR,3h5,"Stade de France, Paris (FRA)",04 AUG 2024,1158
83,275,22.77,0.1,Lanae-Tava THOMAS,28 JAN 2001,JAM,5sf3,"Stade de France, Paris (FRA)",05 AUG 2024,1158
84,285,22.78,0.9,Rosey EFFIONG,08 MAY 2001,USA,1f7,"John McDonnell Field, Fayetteville, AR (USA)",19 APR 2024,1157
85,285,22.78,0.9,Jacious SEARS,14 AUG 2001,USA,2f9,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",27 APR 2024,1157
86,285,22.78,0.3,Cambrea STURGIS,27 MAR 1999,USA,1f1,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1157
87,285,22.78,-0.7,Amy HUNT,15 MAY 2002,GBR,3,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1161
88,285,22.78,0.0,Jacqueline MADOGO,14 APR 2000,CAN,4h2,"Stade de France, Paris (FRA)",04 AUG 2024,1157
89,290,22.79,,Nickisha PRYCE,07 MAR 2001,JAM,2h3,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1197
90,290,22.79,-3.1,Tamara CLARK,09 JAN 1999,USA,2,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1174
91,290,22.79,0.3,Miranda Charlene COETZEE,14 NOV 1997,RSA,1f5,"Pilditch Stadium, Pretoria (RSA)",15 JUN 2024,1156
92,290,22.79,0.0,Cecilia TAMAYO-GARZA,04 MAR 1997,MEX,1,"Centro Deportivo Olímpico Mexicano, Ciudad de México (MEX)",30 JUN 2024,1156
93,290,22.79,1.4,Julia HENRIKSSON,11 JUL 2000,SWE,3h1,"Stade de France, Paris (FRA)",04 AUG 2024,1156
94,295,22.8,,Aaliyah BUTLER,05 NOV 2003,USA,1f2,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",10 FEB 2024,1196
95,295,22.8,0.0,Dina ASHER-SMITH,04 DEC 1995,GBR,3f3,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1155
96,295,22.8,-1.7,Jadyn MAYS,02 APR 2002,USA,1h2,"Potts Field, Boulder, CO (USA)",10 MAY 2024,1165
97,295,22.8,1.3,Cambrea STURGIS,27 MAR 1999,USA,2f1,"National Training Center, Clermont, FL (USA)",11 MAY 2024,1155
98,295,22.8,0.3,Jessika GBAI,29 DEC 1998,CIV,1sf2,"Stade Omnisport de JAPOMA, Douala (CMR)",25 JUN 2024,1155
99,295,22.8,1.9,Femke BOL,23 FEB 2000,NED,3,"FBK Stadium, Hengelo (NED)",30 JUN 2024,1155
0,301,22.81,,Lieke KLAVER,20 AUG 1998,NED,1f1,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",03 FEB 2024,1196
1,301,22.81,,Anavia BATTLE,28 MAR 1999,USA,2f1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",10 FEB 2024,1196
2,301,22.81,1.1,Dajaz DEFRAND,16 OCT 2003,USA,1h4,"Geroge C. Griffin Track, Atlanta, GA (USA)",09 MAY 2024,1154
3,301,22.81,-0.2,Iyana GRAY,27 FEB 2003,USA,2,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1155
4,301,22.81,0.8,Praise IDAMADUDU,18 DEC 1998,NGR,1h3,"Wildcat Track, Marion, IN (USA)",22 MAY 2024,1154
5,301,22.81,0.2,Jaël BESTUÉ,24 SEP 2000,ESP,2sf2,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1154
6,301,22.81,0.8,Adaejah HODGE,21 MAR 2006,IVB,1,"A.O Shirley Grounds, Tortola (IVB)",22 JUN 2024,1154
7,301,22.81,1.3,Mia GROSS,18 APR 2001,AUS,1,"Pista Atletica, Sestriere (ITA)",22 JUN 2024,1154
8,301,22.81,0.2,Tasa JIYA,16 SEP 1997,NED,6sf2,"Stade de France, Paris (FRA)",05 AUG 2024,1154
9,301,22.81,0.2,Jacqueline MADOGO,14 APR 2000,CAN,7sf2,"Stade de France, Paris (FRA)",05 AUG 2024,1154
10,301,22.81,0.5,Julia HENRIKSSON,11 JUL 2000,SWE,1,"Olympiastadion, Helsinki (FIN)",31 AUG 2024,1154
11,312,22.82,-1.8,Sada WILLIAMS,01 DEC 1997,BAR,1,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1163
12,312,22.82,0.3,India MAYBERRY,2005,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",05 MAY 2024,1153
13,312,22.82,-0.2,Kenondra DAVIS,15 FEB 2003,USA,3,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1154
14,312,22.82,-1.0,Shericka JACKSON,16 JUL 1994,JAM,1,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1159
15,312,22.82,-0.1,Brianna LYSTON,24 MAY 2004,JAM,4sf3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1153
16,312,22.82,1.2,Dejanea OAKLEY,07 APR 2004,JAM,6sf2,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1153
17,312,22.82,0.1,Julia HENRIKSSON,11 JUL 2000,SWE,2sf3,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1153
18,312,22.82,1.5,Celeste ROBINSON,,USA,1,"Hayward Field, Eugene, OR (USA)",15 JUN 2024,1153
19,312,22.82,0.2,Tamara CLARK,09 JAN 1999,USA,3h3,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1153
20,321,22.83,0.6,Brianna WHITE,09 JUN 2002,USA,3h3,"Percy Beard Track, Gainesville, FL (USA)",09 MAY 2024,1152
21,321,22.83,-0.1,Talea PREPENS,28 DEC 2001,GER,1h1,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1152
22,321,22.83,0.7,Henriette JÆGER,30 JUN 2003,NOR,4,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1152
23,321,22.83,-0.7,Finette AGYAPONG,01 FEB 1997,GBR,4,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1156
24,321,22.83,0.5,Jessica-Bianca WESSOLLY,11 DEC 1996,GER,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1152
25,321,22.83,0.7,Tamara CLARK,09 JAN 1999,USA,5,"Icahn Stadium, New York, NY (USA)",26 SEP 2024,1152
26,327,22.84,-0.2,Kevona DAVIS,20 DEC 2001,JAM,4,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1152
27,327,22.84,1.0,Lanae-Tava THOMAS,28 JAN 2001,JAM,3,"National Stadium, Kingston (JAM)",11 MAY 2024,1151
28,327,22.84,-0.2,Anavia BATTLE,28 MAR 1999,USA,4,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1152
29,327,22.84,0.3,Joyasia SMITH,04 AUG 2004,USA,5sf3,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1151
30,327,22.84,0.5,Polyniki EMMANOUILIDOU,30 JUN 2003,GRE,4sf1,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1151
31,327,22.84,0.3,Shirley NEKHUBUI,31 JUL 2000,RSA,2f5,"Pilditch Stadium, Pretoria (RSA)",15 JUN 2024,1151
32,327,22.84,0.1,Tsaone Bakani SEBELE,27 OCT 1993,BOT,1h6,"Stade Omnisport de JAPOMA, Douala (CMR)",25 JUN 2024,1151
33,327,22.84,0.0,Jessika GBAI,29 DEC 1998,CIV,1,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1151
34,327,22.84,0.5,Gina Mariam BASS BITTAYE,03 MAY 1995,GAM,3h6,"Stade de France, Paris (FRA)",04 AUG 2024,1151
35,327,22.84,0.4,Maboundou KONÉ,16 MAY 1997,CIV,7,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1151
36,337,22.85,1.4,Adaejah HODGE,21 MAR 2006,IVB,1f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",06 APR 2024,1150
37,337,22.85,0.0,Amy HUNT,15 MAY 2002,GBR,1,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1150
38,337,22.85,0.8,Lauren GALE,01 JAN 2000,CAN,1,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1150
39,337,22.85,0.2,Jassani CARTER,04 NOV 2003,USA,4h3,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1150
40,337,22.85,1.4,Lynna IRBY-JACKSON,06 DEC 1998,USA,7sf3,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1150
41,342,22.86,,Dejanea OAKLEY,07 APR 2004,JAM,1f2,"Sports Performance Center, Lubbock, TX (USA) (i)",24 FEB 2024,1191
42,342,22.86,-0.2,Tiriah KELLEY,16 JUN 2004,USA,5,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1150
43,342,22.86,-0.1,Helene PARISOT,17 DEC 1992,FRA,2h1,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1149
44,342,22.86,1.6,Henriette JÆGER,30 JUN 2003,NOR,1,"Sandnes Stadion, Sandnes (NOR)",29 JUN 2024,1149
45,342,22.86,-0.9,Jodean WILLIAMS,11 NOV 1993,JAM,3h1,"National Stadium, Kingston (JAM)",29 JUN 2024,1154
46,342,22.86,1.4,Marije VAN HUNENSTIJN,02 MAR 1995,NED,3f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1149
47,342,22.86,-0.4,Anavia BATTLE,28 MAR 1999,USA,4f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1151
48,349,22.87,,Favour OFILI,31 DEC 2002,NGR,1f1,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 JAN 2024,1190
49,349,22.87,-1.4,Mujinga KAMBUNDJI,17 JUN 1992,SUI,1,"Stadion Schützenmatte, Basel (SUI)",11 MAY 2024,1156
50,349,22.87,0.6,Amber ANNING,18 NOV 2000,GBR,8,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1148
51,349,22.87,1.1,Brianna LYSTON,24 MAY 2004,JAM,1h4,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1148
52,349,22.87,1.7,Brianna HOWARD,,USA,3pr3,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1148
53,349,22.87,1.1,Thelma DAVIES,08 MAY 2000,LBR,5sf1,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1148
54,349,22.87,1.0,Tima GODBLESS,14 JUL 2004,NGR,8,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1148
55,349,22.87,0.5,Maboundou KONÉ,16 MAY 1997,CIV,4h6,"Stade de France, Paris (FRA)",04 AUG 2024,1148
56,357,22.88,1.0,Jayla JAMISON,06 SEP 2003,USA,2h5,"Percy Beard Track, Gainesville, FL (USA)",09 MAY 2024,1147
57,357,22.88,2.0,Maboundou KONÉ,16 MAY 1997,CIV,1,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1147
58,357,22.88,0.1,Tima GODBLESS,14 JUL 2004,NGR,3h6,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1147
59,357,22.88,1.1,Kenondra DAVIS,15 FEB 2003,USA,6sf1,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1147
60,357,22.88,0.5,Gabriela Anahi SUAREZ,02 FEB 2001,ECU,1,"La Vicentina, Quito (ECU)",23 JUN 2024,1147
61,357,22.88,0.1,Candace HILL,11 FEB 1999,USA,5h4,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1147
62,357,22.88,0.0,Audrey LEDUC,09 MAR 1999,CAN,3h4,"Stade de France, Paris (FRA)",04 AUG 2024,1147
63,357,22.88,0.1,Julia HENRIKSSON,11 JUL 2000,SWE,6sf3,"Stade de France, Paris (FRA)",05 AUG 2024,1147
64,357,22.88,0.0,Torrie LEWIS,08 JAN 2005,AUS,2,"Estadio Atlético de la VIDENA, Lima (PER)",30 AUG 2024,1147
65,357,22.88,0.5,Nora LINDAHL,10 SEP 2004,SWE,2,"Olympiastadion, Helsinki (FIN)",31 AUG 2024,1147
66,367,22.89,0.9,Jada BAYLARK,17 OCT 1997,USA,2f7,"John McDonnell Field, Fayetteville, AR (USA)",19 APR 2024,1146
67,367,22.89,-2.0,Candace HILL,11 FEB 1999,USA,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1158
68,367,22.89,0.2,Vitoria Cristina ROSA,12 JAN 1996,BRA,1h1,"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",27 APR 2024,1146
69,367,22.89,0.8,Finette AGYAPONG,01 FEB 1997,GBR,2,"Lantos Mihály Sportközpont, Budapest (HUN)",26 MAY 2024,1146
70,367,22.89,-2.0,Julia HENRIKSSON,11 JUL 2000,SWE,2,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1158
71,367,22.89,0.2,Nora LINDAHL,10 SEP 2004,SWE,3sf2,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1146
72,367,22.89,-1.7,Amy HUNT,15 MAY 2002,GBR,2,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1156
73,367,22.89,0.8,Jayla JAMISON,06 SEP 2003,USA,2h2,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1146
74,367,22.89,1.4,Torrie LEWIS,08 JAN 2005,AUS,4h1,"Stade de France, Paris (FRA)",04 AUG 2024,1146
75,367,22.89,0.6,Maboundou KONÉ,16 MAY 1997,CIV,12,"Stade de France, Paris (FRA)",05 AUG 2024,1146
76,377,22.9,,Kevona DAVIS,20 DEC 2001,JAM,2f1,"Convention Center, Albuquerque, NM (USA) (i)",02 FEB 2024,1187
77,377,22.9,,Niesha BURGHER,08 AUG 2002,JAM,1f2,"Sports Performance Center, Lubbock, TX (USA) (i)",10 FEB 2024,1187
78,377,22.9,,Dejanea OAKLEY,07 APR 2004,JAM,1h3,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1187
79,377,22.9,,Rosemary CHUKWUMA,05 DEC 2001,NGR,2f2,"Sports Performance Center, Lubbock, TX (USA) (i)",24 FEB 2024,1187
80,377,22.9,,Amber ANNING,18 NOV 2000,GBR,1h4,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1187
81,377,22.9,,Madison WHYTE,17 OCT 2004,USA,1h4,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1187
82,377,22.9,1.2,Nicole CAICEDO,02 SEP 2000,ECU,1,"La Vicentina, Quito (ECU)",07 APR 2024,1145
