"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
2,201,45.05,,Gilles BIRON,13 APR 1995,FRA,2f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1176
3,204,45.06,,Chidi OKEZIE,08 AUG 1993,NGR,1,"University of Ghana Sports Stadium, Accra (GHA)",20 MAR 2024,1176
4,204,45.06,,Khaleb MCRAE,09 SEP 2000,USA,7,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1176
5,204,45.06,,Zakithi NENE,02 APR 1998,RSA,6sf3,"Stade de France, Paris (FRA)",06 AUG 2024,1176
6,207,45.07,,Muzala SAMUKONGA,09 DEC 2002,ZAM,2,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2024,1175
7,207,45.07,,Attila MOLNÁR,17 JAN 2002,HUN,6,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1175
8,207,45.07,,Liemarvin BONEVACIA,05 APR 1989,NED,2f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1175
9,207,45.07,,Jean Paul BREDAU,27 JUN 1999,GER,4h3,"Stade de France, Paris (FRA)",04 AUG 2024,1175
10,211,45.08,,Matthew BOLING,20 JUN 2000,USA,5,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1174
11,211,45.08,,Johnnie BLOCKBURGER,12 JUL 2002,USA,1h3,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1174
12,211,45.08,,Jonathan SACOOR,01 SEP 1999,BEL,4h4,"Stade de France, Paris (FRA)",04 AUG 2024,1174
13,214,45.09,,Kelvin Sane TAUTA,13 DEC 2000,KEN,1,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1174
14,214,45.09,,Judson LINCOLN,01 JUL 2004,USA,3h1,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1174
15,216,45.1,,Busang Collen KEBINATSHIPI,13 FEB 2004,BOT,1h1,"National Stadium, Gaborone (BOT)",17 MAY 2024,1173
16,217,45.11,,Jean Paul BREDAU,27 JUN 1999,GER,7,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1172
17,217,45.11,,Christopher MORALES-WILLIAMS,05 AUG 2004,CAN,6,"Stade Louis II, Monaco (MON)",12 JUL 2024,1172
18,217,45.11,,Alexander OGANDO,03 MAY 2000,DOM,5h4,"Stade de France, Paris (FRA)",04 AUG 2024,1172
19,220,45.12,,Emmanuel BAMIDELE,06 JUL 1999,NGR,1f1,"Dubai Police Club Stadium, Dubai (UAE)",03 MAY 2024,1171
20,220,45.12,,Hossam HATIB,10 JAN 2002,MAR,2h2,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1171
21,220,45.12,,Luca SITO,12 MAY 2003,ITA,1h3,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1171
22,220,45.12,,Jenoah MCKIVER,03 APR 2002,USA,5sf2,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1171
23,220,45.12,,Jevaughn POWELL,19 NOV 2000,JAM,3h6,"Stade de France, Paris (FRA)",04 AUG 2024,1171
24,225,45.13,,Lythe PILLAY,25 FEB 2003,RSA,1,"Pilditch Stadium, Pretoria (RSA)",22 MAR 2024,1171
25,225,45.13,,Johnnie BLOCKBURGER,12 JUL 2002,USA,1sf3,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1171
26,225,45.13,,Quincy WILSON,08 JAN 2008,USA,1f14,"Franklin Field, Philadelphia, PA (USA)",13 JUN 2024,1171
27,228,45.14,,Judson LINCOLN,01 JUL 2004,USA,1h2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",22 MAY 2024,1170
28,228,45.14,,Johnnie BLOCKBURGER,12 JUL 2002,USA,1pr3,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1170
29,228,45.14,,Samuel OGAZI,14 MAY 2006,NGR,1sf2,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1170
30,228,45.14,,Johnnie BLOCKBURGER,12 JUL 2002,USA,1,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1170
31,228,45.14,,Busang Collen KEBINATSHIPI,13 FEB 2004,BOT,8,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1170
32,233,45.15,,Justin ROBINSON,30 MAR 2002,USA,3h2,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1169
33,233,45.15,,Matthew BOLING,20 JUN 2000,USA,8,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1169
34,235,45.16,,Bayapo NDORI,20 JUN 1999,BOT,1f6,"Pilditch Stadium, Pretoria (RSA)",10 FEB 2024,1169
35,235,45.16,,Lucas CARVALHO,16 JUL 1993,BRA,1,"CNDA, Bragança Paulista (BRA)",06 APR 2024,1169
36,235,45.16,,Jevaughn POWELL,19 NOV 2000,JAM,3sf3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1169
37,235,45.16,,Yoandys LESCAY,05 JAN 1994,CUB,h4,"Pedro Grajales, Cali (COL)",28 JUN 2024,1169
38,235,45.16,,Yuki Joseph NAKAJIMA,30 MAR 2002,JPN,1h2,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1169
39,235,45.16,,Leungo SCOTCH,28 FEB 1996,BOT,7sf3,"Stade de France, Paris (FRA)",06 AUG 2024,1169
40,241,45.17,,Jevaughn POWELL,19 NOV 2000,JAM,2sf2,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1168
41,241,45.17,,Liemarvin BONEVACIA,05 APR 1989,NED,2sf3,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1168
42,241,45.17,,Kennedy LIGHTNER,01 JAN 2001,USA,4h2,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1168
43,241,45.17,,Cheikh Tidiane DIOUF,23 MAR 1995,SEN,,"Boudewijnstadion, Bruxelles (BEL)",30 JUN 2024,1168
44,241,45.17,,Muhammad Abdallah KOUNTA,27 OCT 1994,FRA,2f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1168
45,241,45.17,,Samuel OGAZI,14 MAY 2006,NGR,1f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1168
46,247,45.18,,Eugene OMALLA,05 OCT 2000,UGA,1h2,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1230
47,247,45.18,,Christopher MORALES-WILLIAMS,05 AUG 2004,CAN,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1167
48,247,45.18,,Busang Collen KEBINATSHIPI,13 FEB 2004,BOT,1,"National Stadium, Gaborone (BOT)",17 MAY 2024,1167
49,247,45.18,,Auhmad ROBINSON,04 JUN 2001,USA,1h3,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1167
50,247,45.18,,Busang Collen KEBINATSHIPI,13 FEB 2004,BOT,1,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1167
51,247,45.18,,Demish GAYE,20 JAN 1993,JAM,3h3,"National Stadium, Kingston (JAM)",27 JUN 2024,1167
52,247,45.18,,Reece HOLDER,20 AUG 2002,AUS,3f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1167
53,254,45.19,,Quincy WILSON,08 JAN 2008,USA,1f1,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1167
54,254,45.19,,Zablon Ekhal EKWAM,04 AUG 1997,KEN,1f4,"Nyayo National Stadium, Nairobi (KEN)",06 APR 2024,1167
55,254,45.19,,Sean BAILEY,15 JUL 1997,JAM,5,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1167
56,254,45.19,,Jacory PATTERSON,02 FEB 2000,USA,2,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1167
57,254,45.19,,Reece HOLDER,20 AUG 2002,AUS,1f1,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",16 JUN 2024,1167
58,254,45.19,,Deandre WATKIN,09 DEC 2002,JAM,1h1,"National Stadium, Kingston (JAM)",27 JUN 2024,1167
59,254,45.19,,Muhammad Abdallah KOUNTA,27 OCT 1994,FRA,1,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1167
60,261,45.2,,Busang Collen KEBINATSHIPI,13 FEB 2004,BOT,1f5,"Pilditch Stadium, Pretoria (RSA)",24 FEB 2024,1166
61,261,45.2,,Bryce DEADMON,26 MAR 1997,USA,1f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1166
62,261,45.2,,Judson LINCOLN,01 JUL 2004,USA,3f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1166
63,261,45.2,,Johnnie BLOCKBURGER,12 JUL 2002,USA,2f1,"Jack Kemp Stadium, Los Angeles, CA (USA)",04 MAY 2024,1166
64,261,45.2,,Justin ROBINSON,30 MAR 2002,USA,2h3,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1166
65,261,45.2,,Zakithi NENE,02 APR 1998,RSA,3f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1166
66,267,45.21,,Jevaughn POWELL,19 NOV 2000,JAM,1f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1165
67,267,45.21,,Liemarvin BONEVACIA,05 APR 1989,NED,2f1,"Ergilio Hato Stadion, Willemstad (AHO)",28 APR 2024,1165
68,267,45.21,,Kentaro SATO,16 NOV 1994,JPN,1,"National Stadium, Tokyo (JPN)",19 MAY 2024,1165
69,267,45.21,,Justin ROBINSON,30 MAR 2002,USA,2sf3,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1165
70,267,45.21,,Bryce DEADMON,26 MAR 1997,USA,2h3,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1165
71,272,45.22,,Logan POPELKA,09 AUG 2003,USA,3h3,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1165
72,272,45.22,,Håvard Bentdal INGVALDSEN,21 SEP 2002,NOR,1f2,"Bislett Stadion, Oslo (NOR)",18 JUL 2024,1165
73,274,45.23,,Brian HERRON,24 NOV 2000,USA,2h2,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1227
74,274,45.23,,Matthew BOLING,20 JUN 2000,USA,1f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1164
75,274,45.23,,Lythe PILLAY,25 FEB 2003,RSA,1sf1,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",19 APR 2024,1164
76,274,45.23,,Paul DEDEWO,05 JUN 1991,USA,1,"Pista da Universidade Federal Fluminense – UFF, Rio de Janeiro (BRA)",19 MAY 2024,1164
77,274,45.23,,Logan POPELKA,09 AUG 2003,USA,3h3,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1164
78,274,45.23,,Cheikh Tidiane DIOUF,23 MAR 1995,SEN,1,"Stade Omnisport de JAPOMA, Douala (CMR)",23 JUN 2024,1164
79,274,45.23,,Erick SÁNCHEZ,26 AUG 1997,DOM,1f2,"Pista de Atletismo Felix Sanchez, Santo Domingo (DOM)",28 JUN 2024,1164
80,281,45.24,,William JONES,03 OCT 2003,USA,1f11,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",27 JAN 2024,1226
81,281,45.24,,Josh PAGE,,USA,1h2,"Emporia St. Francis G. Welch Stadium, Emporia, KS (USA)",23 MAY 2024,1163
82,281,45.24,,Lythe PILLAY,25 FEB 2003,RSA,3,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1163
83,281,45.24,,Eugene OMALLA,05 OCT 2000,NED,3f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1163
84,281,45.24,,Attila MOLNÁR,17 JAN 2002,HUN,6h2,"Stade de France, Paris (FRA)",04 AUG 2024,1163
85,281,45.24,,Lythe PILLAY,25 FEB 2003,RSA,7sf2,"Stade de France, Paris (FRA)",06 AUG 2024,1163
86,281,45.24,,Matthew BOLING,20 JUN 2000,USA,1,"Østerbro Stadium, Copenhagen (DEN)",03 SEP 2024,1163
87,288,45.25,,Alexander DOOM,25 APR 1997,BEL,1,"Glasgow Arena, Glasgow (GBR) (i)",02 MAR 2024,1225
88,288,45.25,,Alison DOS SANTOS,03 JUN 2000,BRA,1f1,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1162
89,288,45.25,,Alison DOS SANTOS,03 JUN 2000,BRA,2f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1162
90,288,45.25,,Khaleb MCRAE,09 SEP 2000,USA,4f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1162
91,288,45.25,,Logan POPELKA,09 AUG 2003,USA,1pr1,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1162
92,288,45.25,,Kevin KIPKORIR,01 AUG 1994,KEN,2,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1162
93,288,45.25,,Maksymilian SZWED,06 AUG 2004,POL,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",28 JUN 2024,1162
94,288,45.25,,Christopher MORALES-WILLIAMS,05 AUG 2004,CAN,8sf3,"Stade de France, Paris (FRA)",06 AUG 2024,1162
95,288,45.25,,Luca SITO,12 MAY 2003,ITA,9,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1162
96,297,45.26,,Alexander OGANDO,03 MAY 2000,DOM,2f1,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1162
97,297,45.26,,James BENSON,10 AUG 2000,USA,3h2,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1162
98,297,45.26,,Jenoah MCKIVER,03 APR 2002,USA,4h1,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1162
99,297,45.26,,Luca SITO,12 MAY 2003,ITA,7,"Stade Louis II, Monaco (MON)",12 JUL 2024,1162
0,297,45.26,,Bayapo NDORI,20 JUN 1999,BOT,2,"Centro Gabre Gabric, Brescia (ITA)",08 SEP 2024,1162
1,302,45.27,,Elián LARREGINA,20 FEB 2000,ARG,1,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",11 MAY 2024,1161
2,302,45.27,,William JONES,,USA,3,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1161
3,302,45.27,,Jonathan SACOOR,01 SEP 1999,BEL,1,"Atletiekarena Gaston Roelants, Kessel-Lo (BEL)",12 MAY 2024,1161
4,302,45.27,,TJ TOMLYANOVICH,16 APR 2003,USA,1pr6,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1161
5,306,45.28,,Zakithi NENE,02 APR 1998,RSA,1sf3,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",19 APR 2024,1160
6,306,45.28,,Antonie Matthys NORTJE,02 FEB 2002,RSA,1pr5,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1160
7,306,45.28,,Lionel SPITZ,12 JAN 2001,SUI,3sf2,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1160
8,306,45.28,,Matheus LIMA,01 JUN 2003,BRA,2,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1160
9,306,45.28,,Edoardo SCOTTI,09 MAY 2000,ITA,1,"Campo Montagna, La Spezia (ITA)",30 JUN 2024,1160
10,306,45.28,,Brian FAUST,12 JAN 1999,USA,2f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1160
11,306,45.28,,Leungo SCOTCH,28 FEB 1996,BOT,5h5,"Stade de France, Paris (FRA)",04 AUG 2024,1160
12,306,45.28,,Isaya KLEIN IKKINK,13 MAY 2003,NED,1f2,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1160
13,314,45.29,,Samuel OGAZI,14 MAY 2006,NGR,2f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1160
14,314,45.29,,Leungo SCOTCH,28 FEB 1996,BOT,3,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2024,1160
15,314,45.29,,Jonathan SACOOR,01 SEP 1999,BEL,1f2,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1160
16,314,45.29,,Zakithi NENE,02 APR 1998,RSA,3,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1160
17,314,45.29,,Luca SITO,12 MAY 2003,ITA,4f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1160
18,314,45.29,,Busang Collen KEBINATSHIPI,13 FEB 2004,BOT,1,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1160
19,320,45.3,,Justin ROBINSON,30 MAR 2002,USA,1f16,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",09 FEB 2024,1222
20,320,45.3,,Lythe PILLAY,25 FEB 2003,RSA,1h5,"Germiston Stadium, Johannesburg (RSA)",16 MAR 2024,1159
21,320,45.3,,Aruna Dharshana SINGHAPURAGE,19 JAN 1999,SRI,1,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",31 MAR 2024,1159
22,320,45.3,,Dillon BEDELL-BASS,,USA,1f4,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1159
23,320,45.3,,Eugene OMALLA,05 OCT 2000,NED,2pr6,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1159
24,320,45.3,,Brian FAUST,12 JAN 1999,USA,3,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1159
25,320,45.3,,James BENSON,10 AUG 2000,USA,6sf2,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1159
26,320,45.3,,Michael NORMAN,03 DEC 1997,USA,1sf3,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1159
27,320,45.3,,Jean Paul BREDAU,27 JUN 1999,GER,2,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1159
28,320,45.3,,Zandrion BARNES,17 AUG 2001,JAM,2,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1159
29,320,45.3,,Lionel SPITZ,12 JAN 2001,SUI,1,"Letzigrund, Zürich (SUI)",05 SEP 2024,1159
30,320,45.3,,Matthew BOLING,20 JUN 2000,USA,2f1,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1159
31,332,45.31,,Reheem HAYLES,09 MAR 2001,JAM,3f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1158
32,332,45.31,,Johnnie BLOCKBURGER,12 JUL 2002,USA,1h1,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1158
33,332,45.31,,Judson LINCOLN,01 JUL 2004,USA,5,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1158
34,332,45.31,,Michael NORMAN,03 DEC 1997,USA,1h5,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1158
35,332,45.31,,Adrian SWART,28 MAY 2002,RSA,1f1,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1158
36,337,45.32,,Judson LINCOLN,01 JUL 2004,USA,1h1,"Geroge C. Griffin Track, Atlanta, GA (USA)",10 MAY 2024,1158
37,337,45.32,,Zakithi NENE,02 APR 1998,RSA,1f1,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1158
38,337,45.32,,Brian Onyari TINEGA,24 NOV 2002,KEN,3,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1158
39,337,45.32,,Nathan KENT,01 NOV 2003,USA,5sf1,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1158
40,337,45.32,,Douglas HERNANDES MENDES,04 AUG 2001,BRA,2,"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",28 JUN 2024,1158
41,337,45.32,,Dylan BORLÉE,20 SEP 1992,BEL,1,"Boudewijnstadion, Bruxelles (BEL)",30 JUN 2024,1158
42,343,45.33,,Jenoah MCKIVER,03 APR 2002,USA,1f2,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1157
43,343,45.33,,Gardeo ISAACS,27 DEC 1998,RSA,3,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 APR 2024,1157
44,343,45.33,,Demish GAYE,20 JAN 1993,JAM,1f6,"National Stadium, Kingston (JAM)",18 MAY 2024,1157
45,343,45.33,,David Sanayek KAPIRANTE,20 MAY 2000,KEN,4,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1157
46,343,45.33,,Leungo SCOTCH,28 FEB 1996,BOT,23,"Stade de France, Paris (FRA)",05 AUG 2024,1157
47,343,45.33,,Jonathan SACOOR,01 SEP 1999,BEL,3,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1157
48,349,45.34,,Karsten WARHOLM,28 FEB 1996,NOR,2,"Glasgow Arena, Glasgow (GBR) (i)",02 MAR 2024,1219
49,349,45.34,,Lythe PILLAY,25 FEB 2003,RSA,6,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1156
50,349,45.34,,Emmanuel BYNUM,01 OCT 2000,USA,5h2,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1156
51,349,45.34,,Logan POPELKA,09 AUG 2003,USA,6sf1,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1156
52,349,45.34,,Zandrion BARNES,17 AUG 2001,JAM,2h1,"National Stadium, Kingston (JAM)",27 JUN 2024,1156
53,354,45.35,,Jevaughn POWELL,19 NOV 2000,JAM,1h9,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1218
54,354,45.35,,Samuel OGAZI,14 MAY 2006,NGR,1f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1156
55,354,45.35,,Kalinga HEWA KUMARAGE,25 SEP 1992,SRI,2,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",31 MAR 2024,1156
56,354,45.35,,Alonzo RUSSELL,08 FEB 1992,BAH,1,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1156
57,354,45.35,,Luca SITO,12 MAY 2003,ITA,1,"Stade des Grands Pêchers, Montreuil (FRA)",16 MAY 2024,1156
58,354,45.35,,Samuel OGAZI,14 MAY 2006,NGR,3,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1156
59,354,45.35,,Zakithi NENE,02 APR 1998,RSA,3f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1156
60,354,45.35,,Emmanuel BAMIDELE,06 JUL 1999,NGR,4f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1156
61,354,45.35,,João COELHO,04 APR 1999,POR,4h6,"Stade de France, Paris (FRA)",04 AUG 2024,1156
62,363,45.36,,Alexander OGANDO,03 MAY 2000,DOM,2,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1155
63,363,45.36,,Christopher BAILEY,29 MAY 2000,USA,2f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1155
64,363,45.36,,Gilles BIRON,13 APR 1995,FRA,5,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1155
65,363,45.36,,Dubem AMENE,10 NOV 2002,NGR,1f2,"Alumni Field, Windsor (CAN)",02 JUN 2024,1155
66,363,45.36,,João COELHO,04 APR 1999,POR,4sf2,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1155
67,363,45.36,,David SOMBE,24 APR 2000,FRA,5sf2,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1155
68,363,45.36,,Paul DEDEWO,05 JUN 1991,USA,7sf1,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1155
69,363,45.36,,Dylan BORLÉE,20 SEP 1992,BEL,5f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1155
70,363,45.36,,Dylan BORLÉE,20 SEP 1992,BEL,5h3,"Stade de France, Paris (FRA)",04 AUG 2024,1155
71,363,45.36,,Elián LARREGINA,20 FEB 2000,ARG,11,"Stade de France, Paris (FRA)",05 AUG 2024,1155
72,373,45.37,,Muzala SAMUKONGA,09 DEC 2002,ZAM,2,"University of Ghana Sports Stadium, Accra (GHA)",20 MAR 2024,1154
73,373,45.37,,Jevon O'BRYANT,05 SEP 2001,USA,2f4,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1154
74,373,45.37,,D'Andre ANDERSON,18 MAR 2001,JAM,2,"Geroge C. Griffin Track, Atlanta, GA (USA)",11 MAY 2024,1154
75,373,45.37,,Lionel SPITZ,12 JAN 2001,SUI,1h2,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1154
76,373,45.37,,Håvard Bentdal INGVALDSEN,21 SEP 2002,NOR,4sf1,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1154
77,373,45.37,,Dylan BORLÉE,20 SEP 1992,BEL,5f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1154
78,373,45.37,,Alex HAYDOCK-WILSON,28 JUL 1999,GBR,2,"Olympic Stadium, London (GBR)",20 JUL 2024,1154
79,373,45.37,,Yuki Joseph NAKAJIMA,30 MAR 2002,JPN,6h3,"Stade de France, Paris (FRA)",04 AUG 2024,1154
80,381,45.38,,Lythe PILLAY,25 FEB 2003,RSA,1h1,"Pilditch Stadium, Pretoria (RSA)",21 MAR 2024,1154
81,381,45.38,,Johnnie BLOCKBURGER,12 JUL 2002,USA,1f1,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1154
82,381,45.38,,Jasauna DENNIS,30 DEC 2004,JAM,4h2,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1154
83,381,45.38,,William JONES,,USA,3pr6,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1154
84,381,45.38,,Ammar Ismail YAHIA IBRAHIM,18 SEP 1996,QAT,h7,"Seha Aksoy Atletizm Pisti, Izmir (TUR)",29 JUN 2024,1154
85,381,45.38,,Jonas PHIJFFERS,20 JUN 2003,NED,1f1,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1154
86,381,45.38,,Daniel SEGERS,01 FEB 2001,BEL,1,"Boudewijnstadion, Bruxelles (BEL)",13 SEP 2024,1154
87,388,45.39,,Christopher MORALES-WILLIAMS,05 AUG 2004,CAN,1f2,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",09 FEB 2024,1216
88,388,45.39,,Leungo SCOTCH,28 FEB 1996,BOT,1f3,"National Stadium, Gaborone (BOT)",17 FEB 2024,1153
89,388,45.39,,Lee Bhekempilo EPPIE,18 MAY 1999,BOT,2,"Stade Omnisport de JAPOMA, Douala (CMR)",23 JUN 2024,1153
90,391,45.4,,Luis AVILÉS FERREIRO,03 MAR 2002,MEX,1f1,"Pista del Centro Deportivo Borregos, Estadio Azul ITESM, Monterrey (MEX)",24 FEB 2024,1152
91,391,45.4,,William JONES,03 OCT 2003,USA,1h1,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1215
92,391,45.4,,Ezekiel NATHANIEL,20 JUN 2003,NGR,1f6,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",27 APR 2024,1152
93,391,45.4,,Jaden SMITH,08 DEC 2004,GBR,1f1,"Veterans Memorial Stadium, Clovis, CA (USA)",11 MAY 2024,1152
94,391,45.4,,Emmanuel BYNUM,01 OCT 2000,USA,6,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1152
95,391,45.4,,Ammar Ismail YAHIA IBRAHIM,18 SEP 1996,QAT,1,"Al-Fayhaa Stadium, Basra (IRQ)",30 MAY 2024,1152
96,391,45.4,,Lionel SPITZ,12 JAN 2001,SUI,6f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1152
97,391,45.4,,Vernon NORWOOD,10 APR 1992,USA,1h4,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1152
