"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
92,191,13.32,0.5,Weibo QIN,29 DEC 2002,CHN,1h2,"Kuishan Sports Center, Rizhao (CHN)",28 JUN 2024,1193
93,191,13.32,-0.9,Rasheed BROADBELL,13 AUG 2000,JAM,1h2,"National Stadium, Kingston (JAM)",29 JUN 2024,1198
94,191,13.32,-1.1,Sasha ZHOYA,25 JUN 2002,FRA,1,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1199
95,191,13.32,0.4,Jerome CAMPBELL,20 NOV 2002,JAM,6,"National Stadium, Kingston (JAM)",30 JUN 2024,1193
96,191,13.32,0.4,Asier MARTÍNEZ,22 APR 2000,ESP,3h2,"Stade Charléty, Paris (FRA)",07 JUL 2024,1193
97,191,13.32,1.7,De'Vion WILSON,18 MAY 2000,USA,1h1,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1193
98,191,13.32,0.1,Tatsuki ABE,03 AUG 2003,JPN,1,"Lemon Gas Stadium, Hiratsuka (JPN)",20 JUL 2024,1193
99,191,13.32,0.6,Milan TRAJKOVIC,17 MAR 1992,CYP,3sf3,"Stade de France, Paris (FRA)",07 AUG 2024,1193
0,191,13.32,0.6,Shunsuke IZUMIYA,26 JAN 2000,JPN,3sf3,"Stade de France, Paris (FRA)",07 AUG 2024,1193
1,191,13.32,-0.1,Freddie CRITTENDEN,03 AUG 1994,USA,6,"Stade de France, Paris (FRA)",08 AUG 2024,1193
2,203,13.33,-1.4,Dylan BEARD,15 SEP 1998,USA,2f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1199
3,203,13.33,-0.3,Hansle PARCHMENT,17 JUN 1990,JAM,6,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1192
4,203,13.33,1.8,Eric EDWARDS,03 JAN 2000,USA,2,"National Stadium, Kingston (JAM)",11 MAY 2024,1191
5,203,13.33,-0.6,Weibo QIN,29 DEC 2002,CHN,1,"Guoxin Sports Center, Qingdao (CHN)",14 MAY 2024,1194
6,203,13.33,-0.1,Shunsuke IZUMIYA,26 JAN 2000,JPN,7,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1191
7,203,13.33,0.1,Malachi SNOW,,USA,4,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1191
8,203,13.33,0.5,Asier MARTÍNEZ,22 APR 2000,ESP,3f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1191
9,203,13.33,0.8,Myles HUNTER,16 AUG 1995,USA,2h1,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1191
10,203,13.33,0.8,Darius LUFF,29 JAN 2001,USA,3h1,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1191
11,203,13.33,-0.3,Cordell TINCH,13 JUL 2000,USA,2h2,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1192
12,203,13.33,0.3,Louis ROLLINS,30 SEP 1996,USA,4sf1,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1191
13,203,13.33,0.1,Cordell TINCH,13 JUL 2000,USA,5h1,"Stade Charléty, Paris (FRA)",07 JUL 2024,1191
14,203,13.33,0.4,Sasha ZHOYA,25 JUN 2002,FRA,4h2,"Stade Charléty, Paris (FRA)",07 JUL 2024,1191
15,203,13.33,0.4,Lorenzo Ndele SIMONELLI,01 JUN 2002,ITA,5h2,"Stade Charléty, Paris (FRA)",07 JUL 2024,1191
16,203,13.33,-1.3,Ja'Kobe THARP,30 SEP 2005,USA,2,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1198
17,203,13.33,0.1,Taiga YOKOCHI,01 OCT 2000,JPN,2,"Lemon Gas Stadium, Hiratsuka (JPN)",20 JUL 2024,1191
18,203,13.33,0.4,Orlando BENNETT,12 OCT 1999,JAM,5,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1191
19,203,13.33,0.4,Shunsuke IZUMIYA,26 JAN 2000,JPN,6,"Boudewijnstadion, Bruxelles (BEL)",13 SEP 2024,1191
20,221,13.34,2.0,Ja'qualon SCOTT,02 AUG 2001,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1189
21,221,13.34,0.5,Dylan BEARD,15 SEP 1998,USA,1f1,"Geroge C. Griffin Track, Atlanta, GA (USA)",19 APR 2024,1189
22,221,13.34,-0.7,Cameron MURRAY,12 DEC 1999,USA,2,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1193
23,221,13.34,-0.4,De'Vion WILSON,18 MAY 2000,USA,1sf3,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1191
24,221,13.34,1.8,De'Vion WILSON,18 MAY 2000,USA,3h3,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1189
25,221,13.34,-0.6,Antoine ANDREWS,12 APR 2003,BAH,1,"T. Robinson Stadium, Nassau (BAH)",27 JUN 2024,1192
26,221,13.34,-0.9,Omar MCLEOD,25 APR 1994,JAM,2h2,"National Stadium, Kingston (JAM)",29 JUN 2024,1194
27,221,13.34,0.3,Louis François MENDY,02 MAR 1999,SEN,1h1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1189
28,221,13.34,-0.1,Sasha ZHOYA,25 JUN 2002,FRA,3sf2,"Stade de France, Paris (FRA)",07 AUG 2024,1189
29,221,13.34,-0.1,Louis François MENDY,02 MAR 1999,SEN,3sf2,"Stade de France, Paris (FRA)",07 AUG 2024,1189
30,221,13.34,-0.1,Orlando BENNETT,12 OCT 1999,JAM,7,"Stade de France, Paris (FRA)",08 AUG 2024,1189
31,221,13.34,-0.1,Cordell TINCH,13 JUL 2000,USA,6,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1189
32,221,13.34,0.4,Lorenzo Ndele SIMONELLI,01 JUN 2002,ITA,6,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1189
33,221,13.34,0.4,Cordell TINCH,13 JUL 2000,USA,7,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1189
34,235,13.35,-2.3,Eduardo RODRIGUES,08 OCT 1995,BRA,1,"CNDA, Bragança Paulista (BRA)",07 APR 2024,1200
35,235,13.35,0.6,De'Vion WILSON,18 MAY 2000,USA,1f3,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1187
36,235,13.35,0.9,Jason JOSEPH,11 OCT 1998,SUI,1f1,"Stadion Schützenmatte, Basel (SUI)",11 MAY 2024,1187
37,235,13.35,0.1,Darius LUFF,29 JAN 2001,USA,1h1,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",11 MAY 2024,1187
38,235,13.35,1.0,Mark HEIDEN,14 AUG 2002,NED,1,"Stadion Eggenberg, Graz (AUT)",12 MAY 2024,1187
39,235,13.35,-1.2,Junxi LIU,11 DEC 2003,CHN,2,"Olympic Sports Center, Chongqing (CHN)",29 MAY 2024,1194
40,235,13.35,1.3,Tatsuki ABE,03 AUG 2003,JPN,3f1,"Athletic Stadium, Tottori (JPN)",02 JUN 2024,1187
41,235,13.35,0.0,Jason JOSEPH,11 OCT 1998,SUI,1sf2,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1187
42,235,13.35,1.4,Antoine ANDREWS,12 APR 2003,BAH,1,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1187
43,235,13.35,-0.6,Asier MARTÍNEZ,22 APR 2000,ESP,7,"Stade Charléty, Paris (FRA)",07 JUL 2024,1190
44,235,13.35,-0.2,Cordell TINCH,13 JUL 2000,USA,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1188
45,235,13.35,0.0,Orlando BENNETT,12 OCT 1999,JAM,2h2,"Stade de France, Paris (FRA)",04 AUG 2024,1187
46,235,13.35,0.3,Tade OJORA,14 OCT 1999,GBR,4h4,"Stade de France, Paris (FRA)",04 AUG 2024,1187
47,235,13.35,0.6,Asier MARTÍNEZ,22 APR 2000,ESP,5sf3,"Stade de France, Paris (FRA)",07 AUG 2024,1187
48,235,13.35,1.1,Orlando BENNETT,12 OCT 1999,JAM,5,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1187
49,235,13.35,0.4,Dylan BEARD,15 SEP 1998,USA,8,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1187
50,235,13.35,-0.5,Michael OBASUYI,12 AUG 1999,BEL,4,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1190
51,235,13.35,0.4,Eric EDWARDS,03 JAN 2000,USA,7,"Boudewijnstadion, Bruxelles (BEL)",13 SEP 2024,1187
52,253,13.36,-0.5,Asier MARTÍNEZ,22 APR 2000,ESP,1,"Stade des Grands Pêchers, Montreuil (FRA)",16 MAY 2024,1188
53,253,13.36,1.8,Jerome CAMPBELL,20 NOV 2002,JAM,2pr5,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1185
54,253,13.36,-0.1,Jamal BRITT,28 DEC 1998,USA,8,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1185
55,253,13.36,0.9,Manuel MORDI,15 AUG 2003,GER,1f1,"Stadion Manfort, Leverkusen (GER)",25 MAY 2024,1185
56,253,13.36,0.1,De'Vion WILSON,18 MAY 2000,USA,5,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1185
57,253,13.36,1.8,Michael DICKSON,25 JAN 1997,USA,4h3,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1185
58,253,13.36,-0.2,Eric EDWARDS,03 JAN 2000,USA,4sf2,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1186
59,253,13.36,0.1,Michael OBASUYI,12 AUG 1999,BEL,5sf1,"Stade de France, Paris (FRA)",07 AUG 2024,1185
60,261,13.37,0.8,Eric EDWARDS,03 JAN 2000,USA,5,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1183
61,261,13.37,0.6,John CABANG,27 AUG 2001,PHI,1,"Philsport Track Oval, Pasig (PHI)",08 MAY 2024,1183
62,261,13.37,1.8,Lafranz CAMPBELL,19 OCT 1997,JAM,3,"National Stadium, Kingston (JAM)",11 MAY 2024,1183
63,261,13.37,1.2,Omar MCLEOD,25 APR 1994,JAM,1,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1183
64,261,13.37,1.8,Malachi SNOW,,USA,3h1,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1183
65,261,13.37,-0.4,Roger IRIBARNE,02 JAN 1996,CUB,1,"Lantos Mihály Sportközpont, Budapest (HUN)",26 MAY 2024,1185
66,261,13.37,0.2,Johnny BRACKINS,29 JUL 2003,USA,2sf1,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1183
67,261,13.37,0.2,Matthew SOPHIA,17 DEC 2003,NED,2sf1,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1183
68,261,13.37,1.0,Ja'qualon SCOTT,02 AUG 2001,USA,2sf2,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1183
69,261,13.37,0.0,Raphaël MOHAMED,02 FEB 1998,FRA,2sf2,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1183
70,261,13.37,0.5,Myles HUNTER,16 AUG 1995,USA,1,"Foote Field, Edmonton (CAN)",13 JUN 2024,1183
71,261,13.37,0.8,Ja'Kobe THARP,30 SEP 2005,USA,4h1,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1183
72,261,13.37,-0.3,Jayden SMITH,29 MAY 2003,USA,3h2,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1184
73,261,13.37,-0.3,Eric EDWARDS,03 JAN 2000,USA,4h2,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1184
74,261,13.37,-0.2,Darius LUFF,29 JAN 2001,USA,5sf2,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1184
75,261,13.37,-0.1,Erwann CINNA,26 SEP 2003,FRA,1,"Stade Pierre Paul Bernard, Talence (FRA)",14 JUL 2024,1183
76,261,13.37,0.3,Eric EDWARDS,03 JAN 2000,USA,1h2,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1183
77,261,13.37,0.1,Eduardo RODRIGUES,08 OCT 1995,BRA,3h1,"Stade de France, Paris (FRA)",04 AUG 2024,1183
78,261,13.37,-0.1,Sasha ZHOYA,25 JUN 2002,FRA,7,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1183
79,280,13.38,0.7,Eduardo RODRIGUES,08 OCT 1995,BRA,1h1,"COTP Stadium, São Paulo (BRA)",17 FEB 2024,1181
80,280,13.38,-0.7,Dylan BEARD,15 SEP 1998,USA,3,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1185
81,280,13.38,0.9,De'Vion WILSON,18 MAY 2000,USA,1,"Franklin Field, Philadelphia, PA (USA)",27 APR 2024,1181
82,280,13.38,1.2,Connor SCHULMAN,02 JUL 2001,USA,2h2,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1181
83,280,13.38,1.8,Jamal BRITT,28 DEC 1998,USA,4,"National Stadium, Kingston (JAM)",11 MAY 2024,1181
84,280,13.38,-0.1,Michael OBASUYI,12 AUG 1999,BEL,1,"Atletiekarena Gaston Roelants, Kessel-Lo (BEL)",12 MAY 2024,1181
85,280,13.38,1.0,Phillip LEMONIOUS,12 DEC 1998,JAM,2pr6,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1181
86,280,13.38,-0.1,Cordell TINCH,13 JUL 2000,USA,9,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1181
87,280,13.38,-0.4,Damian CZYKIER,10 AUG 1992,POL,2,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1183
88,280,13.38,1.4,John CABANG,27 AUG 2001,PHI,1,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",26 MAY 2024,1181
89,280,13.38,0.8,Orlando BENNETT,12 OCT 1999,JAM,5,"National Stadium, Kingston (JAM)",01 JUN 2024,1181
90,280,13.38,0.7,Myles HUNTER,16 AUG 1995,USA,3h1,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1181
91,280,13.38,1.4,Elie BACARI,14 OCT 2003,BEL,2,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1181
92,280,13.38,0.8,Connor SCHULMAN,02 JUL 2001,USA,5h1,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1181
93,280,13.38,1.2,Louis ROLLINS,30 SEP 1996,USA,5h4,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1181
94,280,13.38,0.3,Dylan BEARD,15 SEP 1998,USA,5sf1,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1181
95,280,13.38,-0.1,Simon EHAMMER,07 FEB 2000,SUI,2,"Stadion Deutweg, Winterthur (SUI)",29 JUN 2024,1181
96,280,13.38,0.3,Michael OBASUYI,12 AUG 1999,BEL,1h1,"Boudewijnstadion, Bruxelles (BEL)",30 JUN 2024,1181
97,280,13.38,0.9,Weibo QIN,29 DEC 2002,CHN,1,"Kuishan Sports Center, Rizhao (CHN)",30 JUN 2024,1181
98,280,13.38,-1.7,Eric EDWARDS,03 JAN 2000,USA,1h1,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1191
99,280,13.38,-0.1,Lorenzo Ndele SIMONELLI,01 JUN 2002,ITA,5sf2,"Stade de France, Paris (FRA)",07 AUG 2024,1181
0,280,13.38,0.8,Shusei NOMOTO,25 OCT 1995,JPN,1f2,"Ishin Me-Life Stadium, Yamaguchi (JPN)",23 SEP 2024,1181
1,302,13.39,1.9,Raphaël MOHAMED,02 FEB 1998,FRA,1f1,"Stade Paul Rebeilleau, Poitiers (FRA)",02 JUN 2024,1179
2,302,13.39,0.8,Milan TRAJKOVIC,17 MAR 1992,CYP,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1179
3,302,13.39,2.0,Trey CUNNINGHAM,26 AUG 1998,USA,9,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1179
4,302,13.39,1.5,Eduardo RODRIGUES,08 OCT 1995,BRA,1,"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",28 JUN 2024,1179
5,302,13.39,0.2,Taiga YOKOCHI,01 OCT 2000,JPN,3,"Denka Big Swan Stadium, Niigata (JPN)",30 JUN 2024,1179
6,302,13.39,0.3,Louis François MENDY,02 MAR 1999,SEN,1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1179
7,302,13.39,0.5,Myles HUNTER,16 AUG 1995,USA,2,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1179
8,302,13.39,1.0,Erwann CINNA,26 SEP 2003,FRA,1f1,"Stadium Municipal, Albi (FRA)",20 JUL 2024,1179
9,302,13.39,0.1,Ryota FUJII,29 JUL 1996,JPN,3,"Lemon Gas Stadium, Hiratsuka (JPN)",20 JUL 2024,1179
10,302,13.39,-0.1,Hansle PARCHMENT,17 JUN 1990,JAM,8,"Stade de France, Paris (FRA)",08 AUG 2024,1179
11,302,13.39,-1.2,Lorenzo Ndele SIMONELLI,01 JUN 2002,ITA,1,"Centro Gabre Gabric, Brescia (ITA)",08 SEP 2024,1186
12,302,13.39,-0.5,Junxi LIU,11 DEC 2003,CHN,1h3,"Sports Center, Quzhou (CHN)",15 SEP 2024,1182
13,314,13.4,1.6,Cameron MURRAY,12 DEC 1999,USA,1h3,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1177
14,314,13.4,1.5,Malachi SNOW,,USA,1f1,"Veterans Memorial Stadium, Clovis, CA (USA)",11 MAY 2024,1177
15,314,13.4,0.4,Ja'qualon SCOTT,02 AUG 2001,USA,2,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1177
16,314,13.4,1.2,Enzo DIESSL,06 JUN 2004,AUT,1f1,"Leichtathletikarena, Eisenstadt (AUT)",22 MAY 2024,1177
17,314,13.4,1.3,Matthew SOPHIA,17 DEC 2003,NED,1sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1177
18,314,13.4,0.0,Jason HOLMES-WILLIAMSON,2004,USA,2sf3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1177
19,314,13.4,1.7,Myles HUNTER,16 AUG 1995,USA,1,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1177
20,314,13.4,0.5,Michael OBASUYI,12 AUG 1999,BEL,4f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1177
21,314,13.4,-0.9,Tatsuki ABE,03 AUG 2003,JPN,1sf2,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1182
22,314,13.4,0.1,Ryota MACHI,30 APR 2001,JPN,4,"Lemon Gas Stadium, Hiratsuka (JPN)",20 JUL 2024,1177
23,314,13.4,1.1,Zhuoyi XU,21 AUG 2003,CHN,1h3,"Stade de France, Paris (FRA)",04 AUG 2024,1177
24,314,13.4,1.1,Sasha ZHOYA,25 JUN 2002,FRA,6,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1177
25,314,13.4,-2.1,Tatsuki ABE,03 AUG 2003,JPN,1,"Todoroki Stadium, Kawasaki (JPN)",21 SEP 2024,1189
26,327,13.41,0.7,Giovanni WEARING,19 MAY 2004,USA,2,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",12 MAY 2024,1175
27,327,13.41,1.0,Tejas SHIRSE,04 JUN 2002,IND,1,"Harjun stadion, Jyväskylä (FIN)",22 MAY 2024,1175
28,327,13.41,1.2,Jordani WOODLEY,12 NOV 2001,JAM,1pr1,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1175
29,327,13.41,1.3,Jaheim STERN,26 NOV 2002,JAM,2sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1175
30,327,13.41,0.3,Zhuoyi XU,21 AUG 2003,CHN,1h1,"Olympic Sports Center, Chongqing (CHN)",29 MAY 2024,1175
31,327,13.41,-0.3,Louis François MENDY,02 MAR 1999,SEN,1h1,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",16 JUN 2024,1176
32,327,13.41,1.8,Daniel HARROLD,14 NOV 2000,USA,5h3,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1175
33,327,13.41,0.3,Jayden SMITH,29 MAY 2003,USA,6sf1,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1175
34,327,13.41,1.1,Damian CZYKIER,10 AUG 1992,POL,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",28 JUN 2024,1175
35,327,13.41,0.2,Tatsuki ABE,03 AUG 2003,JPN,4,"Denka Big Swan Stadium, Niigata (JPN)",30 JUN 2024,1175
36,327,13.41,0.1,Jason JOSEPH,11 OCT 1998,SUI,6h1,"Stade Charléty, Paris (FRA)",07 JUL 2024,1175
37,327,13.41,0.0,Michael OBASUYI,12 AUG 1999,BEL,3h2,"Stade de France, Paris (FRA)",04 AUG 2024,1175
38,327,13.41,0.1,Weibo QIN,29 DEC 2002,CHN,6sf1,"Stade de France, Paris (FRA)",07 AUG 2024,1175
39,327,13.41,0.1,Raphaël MOHAMED,02 FEB 1998,FRA,7sf1,"Stade de France, Paris (FRA)",07 AUG 2024,1175
40,327,13.41,1.1,Jakub SZYMAŃSKI,22 JUL 2002,POL,7,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1175
41,327,13.41,0.2,Junxi LIU,11 DEC 2003,CHN,2,"Sports Center, Quzhou (CHN)",16 SEP 2024,1175
42,343,13.42,2.0,Connor SCHULMAN,02 JUL 2001,USA,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1174
43,343,13.42,0.5,Darius LUFF,29 JAN 2001,USA,1f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",06 APR 2024,1174
44,343,13.42,0.0,Damian CZYKIER,10 AUG 1992,POL,1h1,"Stadion Zygmunta Szelesta, Warszawa (POL)",11 MAY 2024,1174
45,343,13.42,1.2,Joshua ZELLER,19 OCT 2000,GBR,2,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1174
46,343,13.42,1.5,Andrew POZZI,15 MAY 1992,GBR,2h1,"Stade Pierre de Coubertin, Montgeron (FRA)",19 MAY 2024,1174
47,343,13.42,1.5,Thiago Resende ORNELAS DOS SANTOS,30 APR 2004,BRA,2,"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",28 JUN 2024,1174
48,343,13.42,-0.1,Hansle PARCHMENT,17 JUN 1990,JAM,1h1,"National Stadium, Kingston (JAM)",29 JUN 2024,1174
49,343,13.42,-0.9,Shunya TAKAYAMA,03 SEP 1994,JPN,2sf2,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1179
50,343,13.42,0.0,Asier MARTÍNEZ,22 APR 2000,ESP,2,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",30 JUN 2024,1174
51,343,13.42,-1.3,De'Vion WILSON,18 MAY 2000,USA,3,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1181
52,343,13.42,0.5,Dylan BEARD,15 SEP 1998,USA,3,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1174
53,343,13.42,0.3,Robert DUNNING,23 JUN 1997,USA,2h2,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1174
54,343,13.42,0.7,Rasheed BROADBELL,13 AUG 2000,JAM,2h5,"Stade de France, Paris (FRA)",04 AUG 2024,1174
55,343,13.42,0.2,Freddie CRITTENDEN,03 AUG 1994,USA,11,"Stade de France, Paris (FRA)",06 AUG 2024,1174
56,343,13.42,0.2,Zhuoyi XU,21 AUG 2003,CHN,1sf1,"Sports Center, Quzhou (CHN)",15 SEP 2024,1174
57,358,13.43,2.0,Jaheim STERN,26 NOV 2002,JAM,3f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1172
58,358,13.43,1.4,Ryota MACHI,30 APR 2001,JPN,1,"Niigatashi Field, Niigata (JPN)",07 APR 2024,1172
59,358,13.43,0.8,Zhuoyi XU,21 AUG 2003,CHN,6,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1172
60,358,13.43,0.9,Jason HOLMES-WILLIAMSON,2004,USA,2,"Franklin Field, Philadelphia, PA (USA)",27 APR 2024,1172
61,358,13.43,-0.7,Rachid MURATAKE,06 FEB 2002,JPN,1h1,"Municipal Stadium, Hiroshima (JPN)",29 APR 2024,1176
62,358,13.43,1.9,Malachi SNOW,,USA,1h2,"Veterans Memorial Stadium, Clovis, CA (USA)",10 MAY 2024,1172
63,358,13.43,1.2,Enrique LLOPIS,15 OCT 2000,ESP,3,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1172
64,358,13.43,-0.1,Raphaël MOHAMED,02 FEB 1998,FRA,1h1,"Stade Paul Rebeilleau, Poitiers (FRA)",02 JUN 2024,1172
65,358,13.43,0.6,Jason JOSEPH,11 OCT 1998,SUI,3,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1172
66,358,13.43,1.7,Paris WILLIAMS,19 AUG 1998,USA,2,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1172
67,358,13.43,0.5,Louis ROLLINS,30 SEP 1996,USA,2,"Foote Field, Edmonton (CAN)",13 JUN 2024,1172
68,358,13.43,1.4,Elmo LAKKA,10 APR 1993,FIN,3,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1172
69,358,13.43,1.1,Connor SCHULMAN,02 JUL 2001,USA,6sf3,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1172
70,358,13.43,0.7,Tatsuki ABE,03 AUG 2003,JPN,1h2,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1172
71,358,13.43,0.1,Elie BACARI,14 OCT 2003,BEL,2f2,"Boudewijnstadion, Bruxelles (BEL)",30 JUN 2024,1172
72,358,13.43,0.2,Shusei NOMOTO,25 OCT 1995,JPN,5,"Denka Big Swan Stadium, Niigata (JPN)",30 JUN 2024,1172
73,358,13.43,-0.2,Dylan BEARD,15 SEP 1998,USA,3,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1173
74,358,13.43,-1.7,De'Vion WILSON,18 MAY 2000,USA,2h1,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1182
75,358,13.43,0.2,Jakub SZYMAŃSKI,22 JUL 2002,POL,1h1,"Stadion MOSiR, Lublin (POL)",13 JUL 2024,1172
76,358,13.43,0.7,Roger IRIBARNE,02 JAN 1996,CUB,1,"Estádio Municipal Fontelo, Viseu (POR)",14 JUL 2024,1172
77,358,13.43,0.3,Cameron MURRAY,12 DEC 1999,USA,3h2,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1172
78,358,13.43,1.1,Antoine ANDREWS,12 APR 2003,BAH,2h3,"Stade de France, Paris (FRA)",04 AUG 2024,1172
79,358,13.43,1.1,Daniel ROBERTS,13 NOV 1997,USA,3h3,"Stade de France, Paris (FRA)",04 AUG 2024,1172
80,358,13.43,1.1,Milan TRAJKOVIC,17 MAR 1992,CYP,4h3,"Stade de France, Paris (FRA)",04 AUG 2024,1172
81,358,13.43,1.1,Hansle PARCHMENT,17 JUN 1990,JAM,5h3,"Stade de France, Paris (FRA)",04 AUG 2024,1172
82,358,13.43,0.7,Sasha ZHOYA,25 JUN 2002,FRA,3h5,"Stade de France, Paris (FRA)",04 AUG 2024,1172
