"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
62,738,13.59,-0.7,Jeremy KOGA,21 MAY 2007,JPN,1,"Hakatanomori Athletic Stadium, Fukuoka (JPN)",01 AUG 2024,1145
63,738,13.59,-2.2,Rikuto NITANAI,28 JUN 2003,JPN,1sf3,"Todoroki Stadium, Kawasaki (JPN)",21 SEP 2024,1154
64,765,13.6,-2.8,Eduardo RODRIGUES,08 OCT 1995,BRA,1h2,"CNDA, Bragança Paulista (BRA)",06 APR 2024,1156
65,765,13.6,-1.5,Eric EDWARDS,03 JAN 2000,USA,2,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1149
66,765,13.6,1.1,Tade OJORA,14 OCT 1999,GBR,1f1,"Jack Kemp Stadium, Los Angeles, CA (USA)",04 MAY 2024,1140
67,765,13.6,1.0,Tejas SHIRSE,04 JUN 2002,IND,2f1,"Sepp-Herberger-Stadion, Weinheim (GER)",18 MAY 2024,1140
68,765,13.6,-0.6,Orlando BENNETT,12 OCT 1999,JAM,5,"National Stadium, Tokyo (JPN)",19 MAY 2024,1143
69,765,13.6,-0.5,Samuel BENNETT,,USA,1h4,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",22 MAY 2024,1143
70,765,13.6,1.3,John ADESOLA,08 APR 2002,RSA,4sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1140
71,765,13.6,-0.5,Tejas SHIRSE,04 JUN 2002,IND,1h2,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1143
72,765,13.6,0.3,Parker BOWDEN,02 JUL 1996,USA,1,"CVEATC, Chula Vista, CA (USA)",02 JUN 2024,1140
73,765,13.6,0.8,Derrick OLSEN,09 DEC 1998,USA,1f1,"Notre Dame HS, Sherman Oaks, CA (USA)",07 JUN 2024,1140
74,765,13.6,1.7,Giano ROBERTS,12 FEB 2000,JAM,3,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1140
75,765,13.6,-1.4,Louis ROLLINS,30 SEP 1996,USA,1,"Swangard Stadium, Burnaby (CAN)",15 JUN 2024,1148
76,765,13.6,0.2,Tejas SHIRSE,04 JUN 2002,IND,2,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1140
77,765,13.6,-0.3,Paris WILLIAMS,19 AUG 1998,USA,6h2,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1141
78,765,13.6,1.0,Amine BOUANANI,17 OCT 1997,ALG,1h2,"Stade Omnisport de JAPOMA, Douala (CMR)",24 JUN 2024,1140
79,765,13.6,0.3,Jeremie LARARAUDEUSE,31 MAR 2001,MRI,1h3,"Stade Omnisport de JAPOMA, Douala (CMR)",24 JUN 2024,1140
80,765,13.6,0.5,Yuanjiang CHEN,27 JAN 2006,CHN,2h2,"Kuishan Sports Center, Rizhao (CHN)",28 JUN 2024,1140
81,765,13.6,-0.9,Jaheem HAYLES,20 MAR 2001,JAM,3h2,"National Stadium, Kingston (JAM)",29 JUN 2024,1145
82,765,13.6,-0.8,Wilhem BELOCIAN,22 JUN 1995,FRA,2h3,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1144
83,765,13.6,0.9,Xiaohan NING,24 JAN 2000,CHN,5,"Kuishan Sports Center, Rizhao (CHN)",30 JUN 2024,1140
84,765,13.6,0.4,Michael DICKSON,25 JAN 1997,USA,6h2,"Stade Charléty, Paris (FRA)",07 JUL 2024,1140
85,765,13.6,-0.2,Jamal BRITT,28 DEC 1998,USA,6,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1141
86,765,13.6,-0.2,Roger IRIBARNE,02 JAN 1996,CUB,7,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1141
87,765,13.6,-1.3,Darius LUFF,29 JAN 2001,USA,5,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1147
88,765,13.6,0.0,Mondray BARNARD,08 MAY 2002,RSA,2,"General Klapálek ́s stadium, Nové Město nad Metují (CZE)",13 JUL 2024,1140
89,765,13.6,0.3,Timme KOSTER,12 DEC 2002,NED,3h1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1140
90,765,13.6,0.7,Gonzalo Sabin LAMBORENA,14 APR 2003,ESP,1,"Pistas Purificación Santamarta, Burgos (ESP)",14 JUL 2024,1140
91,765,13.6,0.3,Michael OBASUYI,12 AUG 1999,BEL,1,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1140
92,765,13.6,1.1,Craig THORNE,03 JAN 2001,CAN,7h3,"Stade de France, Paris (FRA)",04 AUG 2024,1140
93,765,13.6,1.4,Jakub SZYMAŃSKI,22 JUL 2002,POL,1,"Stadion BOSiR, Białystok (POL)",31 AUG 2024,1140
94,765,13.6,-0.3,Jason JOSEPH,11 OCT 1998,SUI,9,"Letzigrund, Zürich (SUI)",05 SEP 2024,1141
